branch_id,week_start_date,Act_5_0__40944,Act_5_0__45308,Act_5_0__82324,Act_5_0__89097,Act_5_0__94157,Act_5_0__96723,num_holidays,is_region_1,is_region_2
23752679_29328,2014-11-10,184.326,173.809,342.503,225.668,179.616,175.24,1,1,0
23752679_29328,2014-11-17,143.066,155.899,342.69,174.81,192.474,194.009,0,1,0
23752679_29328,2014-11-24,118.059,135.065,212.399,134.129,133.237,169.45,1,1,0
23752679_29328,2014-12-01,194.141,162.223,308.67,180.087,216.939,283.355,0,1,0
23752679_29328,2014-12-08,186.359,213.386,391.721,202.532,307.724,270.053,0,1,0
23752679_29328,2014-12-15,122.505,192.395,311.757,161.523,343.86,238.767,0,1,0
23752679_29328,2014-12-22,75.993,212.382,233.167,109.662,276.61,154.356,1,1,0
23752679_29328,2014-12-29,59.44,169.347,246.81,91.218,199.731,174.806,1,1,0
23752679_29328,2015-01-05,80.726,254.461,377.627,125.751,296.444,199.148,0,1,0
23752679_29328,2015-01-12,76.47,279.024,409.607,133.486,302.579,207.727,0,1,0
23752679_29328,2015-01-19,64.779,141.502,230.499,96.023,136.035,149.681,1,1,0
23752679_29328,2015-01-26,75.727,272.456,357.685,157.964,153.517,177.802,0,1,0
23752679_29328,2015-02-02,103.446,299.731,390.61,170.855,159.583,197.542,0,1,0
23752679_29328,2015-02-09,137.749,362.57,551.065,160.612,190.422,202.871,0,1,0
23752679_29328,2015-02-16,95.804,296.563,487.966,107.293,165.492,164.214,0,1,0
23752679_29328,2015-02-23,105.265,368.507,465.27,84.77,147.367,206.419,0,1,0
23752679_29328,2015-03-02,130.598,351.566,471.777,108.57,194.629,219.204,0,1,0
23752679_29328,2015-03-09,137.534,339.384,620.53,137.519,253.546,255.3,0,1,0
23752679_29328,2015-03-16,118.055,217.308,488.18,135.128,203.957,203.036,0,1,0
23752679_29328,2015-03-23,114.341,162.264,451.165,138.077,183.348,180.771,0,1,0
23752679_29328,2015-03-30,106.507,134.682,357.873,178.46,197.183,195.831,0,1,0
23752679_29328,2015-04-06,130.054,147.495,382.774,176.918,196.005,167.965,0,1,0
23752679_29328,2015-04-13,124.918,113.876,334.658,163.278,186.766,152.867,0,1,0
23752679_29328,2015-04-20,71.109,85.062,245.678,130.981,154.668,143.98,0,1,0
23752679_29328,2015-04-27,86.233,102.177,203.377,146.058,143.822,131.823,0,1,0
23752679_29328,2015-05-04,77.639,103.365,242.244,120.408,196.272,127.712,0,1,0
23752679_29328,2015-05-11,80.871,117.367,303.36,116.718,196.819,149.618,0,1,0
23752679_29328,2015-05-18,54.502,105.177,292.936,79.806,173.209,118.401,0,1,0
23752679_29328,2015-05-25,46.459,114.952,317.493,49.901,154.274,138.435,1,1,0
23752679_29328,2015-06-01,73.037,128.505,395.697,77.134,191.08,161.186,0,1,0
23752679_29328,2015-06-08,136.614,137.903,505.166,87.894,244.226,169.604,0,1,0
23752679_29328,2015-06-15,154.335,143.874,447.973,74.297,299.534,166.554,0,1,0
23752679_29328,2015-06-22,156.375,177.005,452.807,81.547,260.352,184.407,0,1,0
23752679_29328,2015-06-29,176.868,223.125,313.625,79.614,294.736,215.764,1,1,0
23752679_29328,2015-07-06,212.22,224.649,401.979,124.562,345.89,182.148,0,1,0
23752679_29328,2015-07-13,194.375,215.882,398.219,128.075,334.003,160.853,0,1,0
23752679_29328,2015-07-20,107.27,192.31,352.573,127.889,254.781,136.682,0,1,0
23752679_29328,2015-07-27,97.259,196.149,300.658,161.118,276.868,191.332,0,1,0
23752679_29328,2015-08-03,132.835,203.578,322.327,165.906,310.245,190.173,0,1,0
23752679_29328,2015-08-10,152.587,229.23,415.966,158.98,357.474,229.964,0,1,0
23752679_29328,2015-08-17,120.048,167.333,367.812,113.807,292.288,190.495,0,1,0
23752679_29328,2015-08-24,128.322,182.19,322.117,100.977,269.468,225.581,0,1,0
23752679_29328,2015-08-31,131.898,160.374,258.17,92.922,264.061,274.731,0,1,0
23752679_29328,2015-09-07,130.678,240.063,315.326,95.383,267.467,192.977,1,1,0
23752679_29328,2015-09-14,135.268,200.755,330.627,86.96,260.984,260.753,0,1,0
23752679_29328,2015-09-21,106.022,171.721,230.845,69.279,195.735,245.102,0,1,0
23752679_29328,2015-09-28,132.619,243.352,287.363,91.845,214.674,300.731,0,1,0
23752679_29328,2015-10-05,132.115,272.338,343.036,105.895,280.318,235.754,0,1,0
23752679_29328,2015-10-12,130.21,212.675,373.387,87.965,208.642,221.781,1,1,0
23752679_29328,2015-10-19,115.045,214.758,427.589,93.376,232.746,150.979,0,1,0
23752679_29328,2015-10-26,121.828,264.131,369.594,125.945,255.608,128.376,0,1,0
23752679_29328,2015-11-02,152.756,301.024,400.161,128.549,242.51,157.172,0,1,0
23752679_29328,2015-11-09,191.583,254.742,419.427,140.596,260.536,163.873,1,1,0
23752679_29328,2015-11-16,171.37,229.992,349.901,153.348,295.282,162.687,0,1,0
23752679_29328,2015-11-23,131.8,113.674,219.058,135.743,167.82,140.406,1,1,0
23752679_29328,2015-11-30,203.124,153.811,260.142,216.167,243.874,268.591,0,1,0
23752679_29328,2015-12-07,224.436,182.791,346.639,209.194,325.406,247.636,0,1,0
23752679_29328,2015-12-14,165.651,194.842,344.974,200.685,372.054,213.314,0,1,0
23752679_29328,2015-12-21,90.104,209.748,249.934,127.082,290.168,143.583,1,1,0
23752679_29328,2015-12-28,62.566,208.298,292.805,124.703,271.434,214.127,1,1,0
23752679_29328,2016-01-04,111.699,262.476,318.286,184.872,358.878,194.442,0,1,0
23752679_29328,2016-01-11,123.717,293.734,422.741,208.958,357.443,182.581,0,1,0
23752679_29328,2016-01-18,48.658,180.273,219.362,164.55,167.136,132.979,1,1,0
23752679_29328,2016-01-25,57.856,296.343,258.445,171.614,140.904,157.827,0,1,0
23752679_29328,2016-02-01,84.992,354.388,252.056,168.696,135.185,190.314,0,1,0
23752679_29328,2016-02-08,129.376,374.822,382.413,182.881,207.625,172.929,0,1,0
23752679_29328,2016-02-15,127.965,312.586,388.036,133.462,252.64,145.013,0,1,0
23752679_29328,2016-02-22,122.718,368.14,408.086,117.315,225.685,151.78,0,1,0
23752679_29328,2016-02-29,122.21,391.743,388.42,109.341,256.96,159.636,0,1,0
23752679_29328,2016-03-07,146.474,386.203,462.678,127.71,301.618,184.07,0,1,0
23752679_29328,2016-03-14,133.894,329.815,407.822,138.462,288.667,182.74,0,1,0
23752679_29328,2016-03-21,108.775,214.004,304.106,165.494,201.918,176.374,0,1,0
23752679_29328,2016-03-28,89.1,232.316,278.334,186.278,227.726,234.28,0,1,0
23752679_29328,2016-04-04,108.731,233.067,291.656,171.461,208.237,190.712,0,1,0
23752679_29328,2016-04-11,104.725,264.176,330.63,165.408,191.431,208.836,0,1,0
23752679_29328,2016-04-18,67.61,201.256,278.768,124.327,95.008,166.077,0,1,0
23752679_29328,2016-04-25,61.298,271.308,274.978,121.809,53.661,194.827,0,1,0
23752679_29328,2016-05-02,67.325,349.971,341.13,101.128,66.257,194.202,0,1,0
23752679_29328,2016-05-09,85.429,264.962,452.702,110.537,119.681,222.587,0,1,0
23752679_29328,2016-05-16,64.671,189.028,419.316,92.359,147.598,159.365,0,1,0
23752679_29328,2016-05-23,59.707,158.699,351.954,90.573,168.01,148.228,0,1,0
23752679_29328,2016-05-30,64.602,197.589,314.738,66.318,185.958,166.112,1,1,0
23752679_29328,2016-06-06,135.66,271.633,377.248,116.145,245.926,186.607,0,1,0
23752679_29328,2016-06-13,182.511,233.062,412.798,126.597,316.848,180.749,0,1,0
23752679_29328,2016-06-20,156.827,230.69,351.749,129.643,239.589,174.595,0,1,0
30790271_63006,2014-11-10,159.039,199.413,260.318,94.629,258.173,149.795,1,1,0
30790271_63006,2014-11-17,154.333,173.59,343.952,99.1,232.749,134.091,0,1,0
30790271_63006,2014-11-24,122.35,138.052,276.558,106.618,189.589,126.366,1,1,0
30790271_63006,2014-12-01,129.064,159.577,374.216,128.537,241.51,162.394,0,1,0
30790271_63006,2014-12-08,165.761,180.919,399.712,152.023,348.12,181.577,0,1,0
30790271_63006,2014-12-15,159.378,134.714,422.676,151.065,374.022,225.591,0,1,0
30790271_63006,2014-12-22,109.845,85.222,408.382,140.602,388.029,165.608,1,1,0
30790271_63006,2014-12-29,112.891,92.158,252.386,174.048,267.921,142.077,1,1,0
30790271_63006,2015-01-05,147.393,147.774,384.603,187.536,436.511,208.807,0,1,0
30790271_63006,2015-01-12,123.34,165.325,409.029,178.744,391.91,205.35,0,1,0
30790271_63006,2015-01-19,81.612,124.549,267.172,141.871,195.754,110.425,1,1,0
30790271_63006,2015-01-26,102.279,188.992,355.498,167.527,211.202,124.855,0,1,0
30790271_63006,2015-02-02,113.789,184.209,309.493,145.965,258.027,134.871,0,1,0
30790271_63006,2015-02-09,118.305,242.571,428.795,134.456,384.871,138.311,0,1,0
30790271_63006,2015-02-16,134.469,170.558,391.663,105.389,350.345,142.692,0,1,0
30790271_63006,2015-02-23,142.99,160.098,439.135,120.819,340.628,129.552,0,1,0
30790271_63006,2015-03-02,151.929,174.213,398.0,129.936,365.837,140.91,0,1,0
30790271_63006,2015-03-09,159.641,204.534,497.171,138.399,446.39,155.518,0,1,0
30790271_63006,2015-03-16,142.511,152.073,435.789,103.309,329.998,155.419,0,1,0
30790271_63006,2015-03-23,126.683,151.965,448.603,119.344,286.261,122.497,0,1,0
30790271_63006,2015-03-30,119.585,136.638,328.485,124.475,250.417,146.908,0,1,0
30790271_63006,2015-04-06,131.828,138.444,459.151,107.447,341.067,145.625,0,1,0
30790271_63006,2015-04-13,148.815,123.01,449.014,81.323,304.397,156.098,0,1,0
30790271_63006,2015-04-20,130.567,88.597,365.115,79.683,269.127,118.4,0,1,0
30790271_63006,2015-04-27,160.919,89.856,339.243,78.498,261.771,110.966,0,1,0
30790271_63006,2015-05-04,166.601,121.353,404.719,96.886,297.752,112.326,0,1,0
30790271_63006,2015-05-11,164.221,136.523,425.892,99.18,333.159,147.641,0,1,0
30790271_63006,2015-05-18,139.288,128.166,375.026,99.368,225.671,121.311,0,1,0
30790271_63006,2015-05-25,100.951,177.832,402.522,104.225,187.182,110.79,1,1,0
30790271_63006,2015-06-01,118.019,186.199,356.436,100.386,223.511,146.417,0,1,0
30790271_63006,2015-06-08,147.466,195.511,475.724,122.501,346.024,175.288,0,1,0
30790271_63006,2015-06-15,151.816,214.94,399.703,103.413,356.649,191.464,0,1,0
30790271_63006,2015-06-22,148.793,193.532,402.355,134.527,426.625,190.078,0,1,0
30790271_63006,2015-06-29,136.139,192.467,287.183,141.627,290.248,232.751,1,1,0
30790271_63006,2015-07-06,168.245,193.44,339.43,169.452,478.405,189.406,0,1,0
30790271_63006,2015-07-13,151.061,166.986,342.267,123.796,492.502,196.813,0,1,0
30790271_63006,2015-07-20,128.904,139.375,306.197,114.73,416.748,183.411,0,1,0
30790271_63006,2015-07-27,120.761,149.5,270.279,143.389,326.519,179.245,0,1,0
30790271_63006,2015-08-03,132.391,170.708,332.897,142.763,380.768,208.329,0,1,0
30790271_63006,2015-08-10,146.897,217.371,405.553,133.918,458.234,218.129,0,1,0
30790271_63006,2015-08-17,122.65,138.863,339.594,124.189,382.482,216.319,0,1,0
30790271_63006,2015-08-24,94.363,162.875,323.18,139.959,310.255,199.026,0,1,0
30790271_63006,2015-08-31,104.407,146.654,262.293,148.011,263.204,239.332,0,1,0
30790271_63006,2015-09-07,114.37,146.679,368.505,149.026,301.59,164.529,1,1,0
30790271_63006,2015-09-14,126.74,155.918,359.925,108.299,281.481,225.736,0,1,0
30790271_63006,2015-09-21,102.495,135.788,335.269,113.103,242.944,212.032,0,1,0
30790271_63006,2015-09-28,108.51,138.432,287.285,97.525,240.363,193.172,0,1,0
30790271_63006,2015-10-05,125.581,205.756,331.507,109.142,320.081,187.965,0,1,0
30790271_63006,2015-10-12,117.088,184.561,302.411,80.281,327.226,138.099,1,1,0
30790271_63006,2015-10-19,109.332,196.126,302.523,79.737,346.519,126.243,0,1,0
30790271_63006,2015-10-26,120.794,233.625,260.039,84.489,350.45,100.343,0,1,0
30790271_63006,2015-11-02,166.745,196.566,221.316,93.394,462.049,113.898,0,1,0
30790271_63006,2015-11-09,196.537,220.315,332.582,142.203,400.38,154.046,1,1,0
30790271_63006,2015-11-16,159.402,188.758,406.432,108.821,315.013,147.274,0,1,0
30790271_63006,2015-11-23,99.927,114.618,369.1,117.684,193.083,112.159,1,1,0
30790271_63006,2015-11-30,136.343,190.287,449.503,166.892,226.205,194.098,0,1,0
30790271_63006,2015-12-07,176.85,198.761,570.104,177.032,460.275,183.772,0,1,0
30790271_63006,2015-12-14,157.115,172.358,509.945,181.065,502.997,230.326,0,1,0
30790271_63006,2015-12-21,130.328,110.823,348.982,145.867,386.654,220.033,1,1,0
30790271_63006,2015-12-28,119.507,104.151,295.228,146.909,433.986,227.635,1,1,0
30790271_63006,2016-01-04,132.747,167.249,455.399,248.786,612.512,240.267,0,1,0
30790271_63006,2016-01-11,114.076,217.546,428.346,200.286,578.884,213.743,0,1,0
30790271_63006,2016-01-18,53.496,151.226,297.714,138.413,324.111,137.654,1,1,0
30790271_63006,2016-01-25,56.993,175.808,306.322,173.271,222.938,159.72,0,1,0
30790271_63006,2016-02-01,84.172,198.68,267.62,171.109,238.374,190.399,0,1,0
30790271_63006,2016-02-08,107.644,212.397,400.173,168.9,358.709,161.97,0,1,0
30790271_63006,2016-02-15,112.282,176.189,399.507,117.108,359.083,167.025,0,1,0
30790271_63006,2016-02-22,120.99,136.067,468.44,94.403,443.377,121.584,0,1,0
30790271_63006,2016-02-29,134.432,172.332,503.096,114.949,460.185,162.293,0,1,0
30790271_63006,2016-03-07,139.53,160.487,546.49,111.813,497.219,152.96,0,1,0
30790271_63006,2016-03-14,155.319,155.579,463.933,129.952,412.742,173.412,0,1,0
30790271_63006,2016-03-21,154.355,127.413,382.106,167.75,361.738,161.22,0,1,0
30790271_63006,2016-03-28,131.077,175.34,326.173,163.607,351.645,155.384,0,1,0
30790271_63006,2016-04-04,162.673,159.718,321.788,157.637,402.462,161.121,0,1,0
30790271_63006,2016-04-11,186.318,173.545,380.911,125.62,449.86,157.137,0,1,0
30790271_63006,2016-04-18,137.333,129.554,317.499,87.838,347.764,173.033,0,1,0
30790271_63006,2016-04-25,149.992,162.636,308.329,76.778,352.654,165.612,0,1,0
30790271_63006,2016-05-02,198.087,154.93,317.375,78.867,466.481,170.002,0,1,0
30790271_63006,2016-05-09,170.981,197.076,449.5,83.514,467.728,184.371,0,1,0
30790271_63006,2016-05-16,150.661,174.457,416.632,74.204,331.041,180.969,0,1,0
30790271_63006,2016-05-23,117.028,239.257,459.857,109.427,270.092,157.99,0,1,0
30790271_63006,2016-05-30,93.683,227.397,401.205,77.912,313.671,154.589,1,1,0
30790271_63006,2016-06-06,164.13,249.093,470.066,129.059,430.221,204.018,0,1,0
30790271_63006,2016-06-13,168.488,211.584,433.428,129.365,539.341,212.337,0,1,0
30790271_63006,2016-06-20,158.876,140.17,396.797,127.617,530.825,189.135,0,1,0
36129012_78387,2014-11-10,188.235,131.968,485.898,74.195,359.837,260.113,1,1,0
36129012_78387,2014-11-17,198.201,122.273,522.966,69.501,328.906,304.978,0,1,0
36129012_78387,2014-11-24,139.235,125.358,324.116,50.429,282.215,323.558,1,1,0
36129012_78387,2014-12-01,177.39,141.133,472.286,95.85,343.062,473.094,0,1,0
36129012_78387,2014-12-08,189.694,165.024,550.965,97.906,357.877,412.428,0,1,0
36129012_78387,2014-12-15,156.976,157.108,476.548,89.021,359.755,384.27,0,1,0
36129012_78387,2014-12-22,110.113,151.351,333.323,88.157,339.658,320.955,1,1,0
36129012_78387,2014-12-29,107.883,186.167,404.595,108.791,216.863,307.597,1,1,0
36129012_78387,2015-01-05,108.287,183.945,520.216,126.262,289.642,304.805,0,1,0
36129012_78387,2015-01-12,120.038,233.142,451.759,90.918,307.759,324.361,0,1,0
36129012_78387,2015-01-19,69.414,149.337,340.982,58.869,163.43,210.863,1,1,0
36129012_78387,2015-01-26,99.533,199.097,314.156,78.263,176.722,255.446,0,1,0
36129012_78387,2015-02-02,118.681,213.399,362.635,96.164,178.341,274.312,0,1,0
36129012_78387,2015-02-09,180.401,251.575,370.05,92.102,248.923,353.379,0,1,0
36129012_78387,2015-02-16,156.519,194.137,373.847,51.189,257.301,283.649,0,1,0
36129012_78387,2015-02-23,172.067,197.694,390.423,47.373,238.474,345.058,0,1,0
36129012_78387,2015-03-02,179.403,174.399,413.988,65.852,252.318,388.074,0,1,0
36129012_78387,2015-03-09,176.704,215.119,404.885,72.859,343.791,384.731,0,1,0
36129012_78387,2015-03-16,156.61,179.51,379.416,69.767,331.544,311.659,0,1,0
36129012_78387,2015-03-23,123.248,161.648,336.185,80.989,277.537,282.611,0,1,0
36129012_78387,2015-03-30,127.279,161.001,353.215,92.652,341.322,348.043,0,1,0
36129012_78387,2015-04-06,149.57,155.968,420.964,93.133,375.629,307.43,0,1,0
36129012_78387,2015-04-13,132.647,113.987,517.484,59.322,354.704,275.06,0,1,0
36129012_78387,2015-04-20,117.474,74.87,375.976,49.679,356.449,230.001,0,1,0
36129012_78387,2015-04-27,95.931,59.794,426.474,42.06,358.105,247.323,0,1,0
36129012_78387,2015-05-04,95.555,77.923,449.592,49.37,373.954,228.814,0,1,0
36129012_78387,2015-05-11,86.012,129.635,390.413,45.517,345.761,259.212,0,1,0
36129012_78387,2015-05-18,87.236,128.885,300.576,39.884,301.337,239.201,0,1,0
36129012_78387,2015-05-25,37.569,163.633,245.06,32.776,190.9,252.385,1,1,0
36129012_78387,2015-06-01,78.963,169.168,251.177,54.436,301.122,364.839,0,1,0
36129012_78387,2015-06-08,115.305,200.202,319.295,72.26,469.798,428.478,0,1,0
36129012_78387,2015-06-15,171.221,188.673,341.378,84.2,446.625,417.464,0,1,0
36129012_78387,2015-06-22,177.403,159.299,350.99,89.595,459.52,390.546,0,1,0
36129012_78387,2015-06-29,177.583,204.338,420.519,110.782,390.584,534.03,1,1,0
36129012_78387,2015-07-06,186.487,249.596,416.928,145.387,515.452,472.476,0,1,0
36129012_78387,2015-07-13,147.84,226.544,371.008,89.071,515.224,427.093,0,1,0
36129012_78387,2015-07-20,150.78,162.49,375.332,81.834,348.333,322.332,0,1,0
36129012_78387,2015-07-27,94.573,191.436,346.145,65.766,332.459,387.238,0,1,0
36129012_78387,2015-08-03,120.707,209.5,406.952,93.728,340.938,379.161,0,1,0
36129012_78387,2015-08-10,141.446,237.136,417.235,92.245,404.251,358.58,0,1,0
36129012_78387,2015-08-17,146.773,174.001,465.211,77.2,369.045,273.078,0,1,0
36129012_78387,2015-08-24,146.976,186.319,395.738,75.876,339.777,290.415,0,1,0
36129012_78387,2015-08-31,139.236,161.724,381.786,74.626,408.151,363.176,0,1,0
36129012_78387,2015-09-07,133.124,130.92,331.67,81.584,367.408,318.751,1,1,0
36129012_78387,2015-09-14,131.47,123.719,314.64,62.767,370.176,378.963,0,1,0
36129012_78387,2015-09-21,78.626,86.188,299.32,61.95,254.03,413.923,0,1,0
36129012_78387,2015-09-28,85.4,72.784,267.637,59.947,200.0,518.129,0,1,0
36129012_78387,2015-10-05,104.101,110.852,352.895,81.181,222.447,485.065,0,1,0
36129012_78387,2015-10-12,102.88,115.554,355.932,49.1,246.435,382.009,1,1,0
36129012_78387,2015-10-19,96.606,127.054,484.173,66.806,251.374,277.961,0,1,0
36129012_78387,2015-10-26,89.436,161.174,527.302,71.606,279.055,276.819,0,1,0
36129012_78387,2015-11-02,115.406,190.363,612.255,73.722,319.149,293.123,0,1,0
36129012_78387,2015-11-09,119.117,179.933,519.405,71.789,423.649,330.461,1,1,0
36129012_78387,2015-11-16,184.788,156.901,626.085,69.389,371.281,451.18,0,1,0
36129012_78387,2015-11-23,137.923,111.203,479.606,50.146,284.077,339.512,1,1,0
36129012_78387,2015-11-30,164.274,143.316,734.471,88.499,412.262,570.149,0,1,0
36129012_78387,2015-12-07,203.539,175.012,604.48,97.669,446.162,529.443,0,1,0
36129012_78387,2015-12-14,184.721,190.38,560.599,76.222,498.043,437.108,0,1,0
36129012_78387,2015-12-21,109.918,108.791,353.828,81.547,365.666,291.23,1,1,0
