Masked_Ticker,Day_Num,Adj Close,Close,High,Low,Open,Volume
ABROYYXB,571,3.364,45.23,45.37,45.06,45.2,4931000
ABROYYXB,572,3.351,45.05,45.38,44.99,45.24,3549200
ABROYYXB,573,3.34,44.9,45.14,44.75,45.06,3781800
ABROYYXB,574,3.347,45.0,45.1,44.54,44.63,4430900
ABROYYXB,575,3.358,45.15,45.23,44.88,44.9,3969000
ABROYYXB,576,3.344,44.95,45.04,44.5,44.5,6112400
ABROYYXB,577,3.331,44.78,44.96,44.51,44.96,6522500
ABROYYXB,578,3.382,45.47,45.5,44.19,45.0,8449300
ABROYYXB,579,3.381,45.45,45.76,45.3,45.47,5568100
ABROYYXB,580,3.37,45.3,45.58,45.14,45.45,4303000
ABROYYXB,581,3.383,45.48,45.5,45.19,45.2,3364600
ABROYYXB,582,3.392,45.6,45.65,45.01,45.32,3176400
ABROYYXB,583,3.37,45.31,45.75,45.15,45.6,3097400
ABROYYXB,584,3.434,46.17,46.25,45.31,45.31,6873300
ABROYYXB,585,3.474,46.7,47.2,46.16,46.17,7518100
ABROYYXB,586,3.469,46.63,46.9,46.45,46.7,3577600
ABROYYXB,587,3.459,46.5,46.7,46.26,46.62,3617300
ABROYYXB,588,3.463,46.56,46.99,46.5,46.65,3587000
ABROYYXB,589,3.461,46.53,46.74,46.42,46.42,2788700
ABROYYXB,590,3.495,46.98,47.01,46.47,46.47,4995500
ABROYYXB,591,3.518,47.3,47.67,46.98,46.98,7305700
ABROYYXB,592,3.683,49.51,49.74,48.2,48.35,14054700
ABROYYXB,593,3.652,49.1,49.51,48.45,49.51,5788600
ABROYYXB,594,3.623,48.7,49.11,48.52,49.11,4045100
ABROYYXB,595,3.738,50.25,50.46,48.7,48.7,9558000
ABROYYXB,596,3.731,50.16,50.24,49.8,50.05,5683400
ABROYYXB,597,3.745,50.35,50.7,50.15,50.16,6664300
ABROYYXB,598,3.745,50.35,50.45,49.59,50.36,5782900
ABROYYXB,599,3.71,49.87,50.21,49.77,50.13,5393100
ABROYYXB,600,3.719,50.0,50.17,49.7,49.75,4758000
ABROYYXB,601,3.721,50.02,51.0,49.72,49.85,11054400
ABROYYXB,602,3.726,50.09,50.46,50.0,50.05,4910600
ABROYYXB,603,3.763,50.59,50.9,50.37,50.4,4483700
ABROYYXB,604,3.78,50.82,51.04,50.64,50.8,3814300
ABROYYXB,605,3.861,51.9,52.0,51.0,51.15,4927800
ABROYYXB,606,3.868,52.0,52.01,51.51,51.62,3279700
ABROYYXB,607,3.894,52.35,52.35,51.84,52.1,5796100
ABROYYXB,608,3.865,51.96,52.43,51.96,52.23,6864700
ABROYYXB,609,3.828,51.46,52.06,51.2,51.9,6467800
ABROYYXB,610,3.838,51.6,51.75,51.32,51.5,5182400
ABROYYXB,611,3.825,51.42,51.67,51.22,51.55,4615900
ABROYYXB,612,3.901,52.44,53.02,51.29,51.42,10028000
ABROYYXB,613,3.849,51.74,52.4,51.52,52.1,7006700
ABROYYXB,614,3.891,52.31,52.75,51.74,51.74,5833200
ABROYYXB,615,3.949,53.09,53.33,52.52,52.56,6332500
ABROYYXB,616,3.954,53.15,53.32,52.86,53.12,4090900
ABROYYXB,617,3.969,53.36,54.16,53.28,53.35,7429700
ABROYYXB,618,4.032,54.21,54.3,52.61,52.61,10446800
ABROYYXB,619,4.025,54.11,54.23,53.81,54.05,6978000
ABROYYXB,620,4.103,54.47,54.6,53.95,54.0,7859700
ABROYYXB,621,4.137,54.92,55.03,54.48,54.68,9144800
ABROYYXB,622,4.112,54.58,54.87,54.02,54.7,5652600
ABROYYXB,623,4.069,54.02,54.6,53.73,54.3,5460200
ABROYYXB,624,4.029,53.48,54.1,53.47,54.07,2469300
ABROYYXB,625,4.042,53.65,53.8,53.52,53.55,1490400
ABROYYXB,626,4.098,54.4,54.5,53.7,53.75,5545000
ABROYYXB,627,4.07,54.03,54.15,53.87,54.05,3802900
ABROYYXB,628,4.1,54.42,54.5,53.75,53.8,4496500
ABROYYXB,629,4.117,54.65,55.0,54.53,54.67,5929200
ABROYYXB,630,4.086,54.24,54.62,53.59,54.57,7057200
ABROYYXB,631,4.055,53.83,54.3,53.6,54.24,7295400
ABROYYXB,632,4.002,53.12,53.76,52.51,53.76,12175500
ABROYYXB,633,4.0,53.1,53.28,52.6,53.03,7382500
ABROYYXB,634,3.978,52.8,53.96,52.8,53.0,6207600
ABROYYXB,635,4.002,53.13,53.37,52.7,53.05,5058300
ABROYYXB,636,4.007,53.19,53.6,52.85,53.05,4047200
ABROYYXB,637,4.059,53.88,53.98,53.31,53.4,3601900
ABROYYXB,638,4.087,54.25,54.29,53.19,54.17,5717500
ABROYYXB,639,4.044,53.68,54.61,53.09,53.9,10118800
ABROYYXB,640,4.008,53.21,53.65,52.78,53.05,5502200
ABROYYXB,641,4.068,54.0,54.0,52.84,53.21,5562600
ABROYYXB,642,4.07,54.03,54.14,53.75,53.99,5546700
ABROYYXB,643,4.104,54.48,54.64,54.04,54.08,4563400
ABROYYXB,644,4.129,54.81,54.9,54.4,54.4,6244100
ABROYYXB,645,4.143,55.0,55.0,54.61,54.88,6223300
ABROYYXB,646,4.192,55.65,55.93,54.9,55.0,9806800
ABROYYXB,647,4.215,55.95,56.1,55.38,55.74,7553000
ABROYYXB,648,4.188,55.59,55.89,55.05,55.55,5773900
ABROYYXB,649,4.152,55.11,55.65,54.69,55.59,5354600
ABROYYXB,650,4.153,55.13,55.59,54.89,55.11,3674900
ABROYYXB,651,4.14,54.96,55.31,54.8,54.85,4026800
ABROYYXB,652,4.161,55.23,55.23,54.84,54.93,3789800
ABROYYXB,653,4.127,54.78,55.42,54.59,55.05,5222500
ABROYYXB,654,4.1,54.43,55.47,54.15,55.47,6565100
ABROYYXB,655,4.157,55.18,55.22,54.22,54.35,6052300
ABROYYXB,656,4.138,54.93,55.07,54.76,55.05,6312300
ABROYYXB,657,4.161,55.24,55.29,54.73,54.8,3379500
ABROYYXB,658,4.118,54.66,55.4,54.38,55.4,4066100
ABROYYXB,659,4.155,55.15,55.35,54.8,54.8,3399000
ABROYYXB,660,4.152,55.12,55.35,55.0,55.05,3010700
ABROYYXB,661,4.161,55.24,55.54,55.01,55.22,5613200
ABROYYXB,662,4.17,55.35,55.6,55.19,55.48,5314600
ABROYYXB,663,4.266,56.63,56.75,55.33,55.35,6783800
ABROYYXB,664,4.231,56.17,56.98,55.71,56.5,7566300
ABROYYXB,665,4.262,56.58,56.92,56.11,56.17,5433700
ABROYYXB,666,4.295,57.02,57.02,56.64,56.78,5530500
ABROYYXB,667,4.335,57.55,57.65,57.01,57.25,5178800
ABROYYXB,668,4.383,58.18,58.18,57.4,57.52,4436500
ABROYYXB,669,4.379,58.13,58.61,57.71,57.75,5854700
ABROYYXB,670,4.365,57.95,58.33,57.75,57.85,4491600
ABROYYXB,671,4.328,57.45,58.25,57.32,57.88,4153400
ABROYYXB,672,4.386,58.22,58.48,57.43,57.45,5845600
ABROYYXB,673,4.387,58.23,58.71,58.15,58.3,4927300
ABROYYXB,674,4.384,58.19,58.48,57.76,58.23,5323200
ABROYYXB,675,4.402,58.44,58.96,58.08,58.08,7663700
ABROYYXB,676,4.293,56.32,58.05,56.2,57.7,11718500
ABROYYXB,677,4.139,54.31,55.9,53.57,55.75,19988900
ABROYYXB,678,4.098,53.77,54.48,53.71,54.1,7608400
ABROYYXB,679,4.114,53.97,54.19,53.57,53.85,6520000
ABROYYXB,680,4.175,54.78,54.96,54.06,54.25,6781800
ABROYYXB,681,4.195,55.04,55.19,54.62,54.65,4413500
ABROYYXB,682,4.167,54.67,55.17,54.57,55.05,7970300
ABROYYXB,683,4.037,52.96,54.27,52.5,54.17,10336700
ABROYYXB,684,4.045,53.07,53.63,53.02,53.19,5531000
ABROYYXB,685,4.037,52.97,53.19,52.49,53.12,4856900
ABROYYXB,686,4.068,53.37,53.45,52.95,53.27,3253200
ABROYYXB,687,4.086,53.61,54.0,53.12,53.5,3718300
ABROYYXB,688,4.137,54.28,54.47,53.1,53.62,4093300
ABROYYXB,689,4.135,54.25,54.41,53.84,54.28,3312200
ABROYYXB,690,4.15,54.45,54.71,53.85,54.25,5584800
ABROYYXB,691,4.2,55.1,55.29,54.25,54.65,5222100
ABROYYXB,692,4.182,54.87,55.4,54.53,55.33,4628900
ABROYYXB,693,4.214,55.29,55.37,54.55,54.75,4428000
ABROYYXB,694,4.235,55.57,55.75,54.9,55.05,5738700
ABROYYXB,695,4.203,55.15,55.55,54.78,55.35,7250100
ABROYYXB,696,4.22,55.37,56.29,55.0,55.35,5503400
ABROYYXB,697,4.239,55.61,55.9,55.53,55.85,3378700
ABROYYXB,698,4.198,55.08,56.06,54.9,55.95,5631700
ABROYYXB,699,4.236,55.58,55.92,55.05,55.1,4860400
ABROYYXB,700,4.237,55.59,55.72,55.0,55.58,4499600
ABROYYXB,701,4.261,55.9,56.0,55.24,55.85,3872700
ABROYYXB,702,4.303,56.45,56.7,55.94,55.97,4510600
ABROYYXB,703,4.293,56.33,57.2,55.3,56.45,6917900
ABROYYXB,704,4.255,55.83,56.73,54.8,56.05,6426000
ABROYYXB,705,4.306,56.5,56.93,55.7,55.84,4699800
ABROYYXB,706,4.261,55.9,56.5,55.41,56.5,4135300
ABROYYXB,707,4.236,55.58,56.17,55.35,55.68,4333900
ABROYYXB,708,4.261,55.91,56.85,55.8,55.8,5184800
ABROYYXB,709,4.213,55.28,56.0,55.14,55.83,4205800
ABROYYXB,710,4.184,54.9,55.71,54.55,55.7,4879100
ABROYYXB,711,4.221,55.38,56.35,55.15,55.3,5978500
ABROYYXB,712,4.295,56.35,56.62,55.59,55.7,5109900
ABROYYXB,713,4.293,56.32,56.52,55.54,56.44,4402400
ABROYYXB,714,4.287,56.25,56.45,55.93,56.32,3539800
ABROYYXB,715,4.295,56.35,56.49,55.65,55.8,4146000
ABROYYXB,716,4.242,55.65,56.35,55.3,56.25,4399300
ABROYYXB,717,4.184,54.89,55.47,54.25,55.3,6226800
ABROYYXB,718,4.07,53.4,54.55,53.0,54.3,10959000
ABROYYXB,719,3.796,49.8,53.35,48.3,53.0,30631500
ABROYYXB,720,3.727,48.9,49.45,48.0,48.71,18498700
ABROYYXB,721,3.802,49.88,50.37,48.9,48.9,10318000
ABROYYXB,722,3.771,49.47,50.0,48.5,49.95,8029500
ABROYYXB,723,3.806,49.93,50.29,49.54,49.75,5825900
ABROYYXB,724,3.758,49.31,50.05,49.2,50.05,5341100
ABROYYXB,725,3.754,49.25,49.5,48.66,49.4,5003700
ABROYYXB,726,3.759,49.32,50.0,49.22,49.32,6445500
ABROYYXB,727,3.426,44.95,49.4,44.75,49.33,31973300
ABROYYXB,728,3.556,46.65,46.68,44.9,45.0,20745600
ABROYYXB,729,3.633,47.67,47.9,46.14,46.65,9695400
ABROYYXB,730,3.691,48.42,48.48,47.75,48.0,7701700
ABROYYXB,731,3.656,47.97,48.51,47.66,48.5,5750200
ABROYYXB,732,3.694,48.46,48.86,47.97,48.3,7483100
ABROYYXB,733,3.697,48.5,48.93,48.4,48.67,5964200
ABROYYXB,734,3.709,48.66,48.88,48.29,48.5,3971600
ABROYYXB,735,3.687,48.37,49.13,48.3,48.97,4739100
ABROYYXB,736,3.745,49.14,49.21,48.52,48.52,6485300
ABROYYXB,737,3.744,49.12,49.32,48.92,49.14,5592100
ABROYYXB,738,3.707,48.64,49.3,48.45,49.15,5641300
ABROYYXB,739,3.695,48.48,48.74,48.26,48.64,7040700
ABROYYXB,740,3.681,47.62,48.5,47.44,48.05,8395500
ABROYYXB,741,3.676,47.55,47.95,47.33,47.95,5640400
ABROYYXB,742,3.696,47.81,47.85,47.5,47.73,4823600
ABROYYXB,743,3.687,47.69,47.98,47.67,47.86,3585600
ABROYYXB,744,3.678,47.58,47.98,47.34,47.58,7548800
ABROYYXB,745,3.69,47.74,47.92,47.68,47.7,4897200
ABROYYXB,746,3.697,47.83,47.92,47.03,47.71,7106700
ABROYYXB,747,3.747,48.47,48.47,47.83,48.12,7155200
ABROYYXB,748,3.745,48.45,48.73,48.1,48.27,6252100
ABROYYXB,749,3.695,47.8,48.68,47.8,48.46,6064600
ABROYYXB,750,3.834,49.6,51.41,49.31,49.8,15744600
ABROYYXB,751,3.882,50.22,50.62,49.68,49.68,6426300
ABROYYXB,752,3.869,50.05,51.0,49.76,51.0,5841400
ABROYYXB,753,3.852,49.83,50.3,49.26,50.28,5019300
ABROYYXB,754,3.84,49.68,50.14,49.5,49.63,3044100
ABROYYXB,755,3.82,49.42,49.9,49.1,49.49,4061200
ABROYYXB,756,3.811,49.3,49.87,49.05,49.6,4203300
ABROYYXB,757,3.819,49.4,49.95,49.32,49.5,5456000
ABROYYXB,758,3.846,49.75,50.22,49.55,49.9,4739700
ABROYYXB,759,3.845,49.74,50.06,49.43,49.88,3294900
ABROYYXB,760,3.809,49.27,49.69,49.03,49.65,4354400
ABROYYXB,761,3.788,49.0,49.39,48.9,49.06,4768900
ABROYYXB,762,3.726,48.2,49.0,48.2,48.9,6111500
ABROYYXB,763,3.762,48.67,49.85,48.59,49.6,7114900
ABROYYXB,764,3.775,48.83,49.21,48.57,48.63,4916200
ABROYYXB,765,3.77,48.77,49.11,48.53,48.84,6439400
ABROYYXB,766,3.709,47.98,48.99,47.9,48.95,5941800
ABROYYXB,767,3.656,47.29,47.95,47.14,47.95,6924700
ABROYYXB,768,3.656,47.3,47.44,47.14,47.25,4903400
ABROYYXB,769,3.63,46.96,47.45,46.51,47.28,6074100
ABROYYXB,770,3.641,47.1,47.3,46.88,47.0,4358300
ABROYYXB,771,3.61,46.7,47.14,46.4,47.11,6194600
ABROYYXB,772,3.649,47.2,47.4,46.91,47.4,6694200
ABROYYXB,773,3.68,47.6,47.74,47.05,47.24,8737500
ABROYYXB,774,3.695,47.8,48.0,47.52,47.75,6486900
ABROYYXB,775,3.673,47.52,47.98,47.38,47.8,4725300
ABROYYXB,776,3.657,47.31,47.52,47.26,47.47,3775900
ABROYYXB,777,3.618,46.8,47.47,46.7,47.28,4881700
ABROYYXB,778,3.605,46.64,47.26,46.52,46.85,4699400
ABROYYXB,779,3.598,46.55,47.14,46.55,46.7,3273500
ABROYYXB,780,3.626,46.91,46.95,46.56,46.8,3728500
ABROYYXB,781,3.647,47.18,47.26,46.8,46.98,5153900
ABROYYXB,782,3.663,47.38,47.56,47.27,47.38,5555900
ABROYYXB,783,3.638,47.06,47.78,46.29,47.5,6245700
ABROYYXB,784,3.676,47.55,47.66,46.92,47.23,5748000
ABROYYXB,785,3.683,47.65,47.77,47.55,47.68,3832600
ABROYYXB,786,3.736,48.33,48.36,47.6,47.65,5924100
ABROYYXB,787,3.738,48.35,48.46,48.15,48.29,4565400
ABROYYXB,788,3.756,48.59,48.69,48.25,48.27,5039000
ABROYYXB,789,3.766,48.72,48.9,48.64,48.71,3274400
ABROYYXB,790,3.773,48.81,48.93,48.64,48.9,4401800
ABROYYXB,791,3.772,48.8,49.05,48.26,48.91,5847400
ABROYYXB,792,3.786,48.98,49.09,48.85,48.93,4618200
ABROYYXB,793,3.798,49.13,49.2,49.01,49.18,3525800
ABROYYXB,794,3.786,48.98,49.25,48.98,49.19,3664900
ABROYYXB,795,3.784,48.95,49.11,48.71,49.0,5066100
ABROYYXB,796,3.788,49.0,49.11,48.83,49.1,4446000
ABROYYXB,797,3.799,49.14,49.44,49.01,49.43,4722600
ABROYYXB,798,3.803,49.2,49.4,49.13,49.35,2912300
ABROYYXB,799,3.829,49.53,49.7,49.19,49.7,6031300
ABROYYXB,800,3.835,49.61,49.7,49.41,49.58,5573100
ABROYYXB,801,3.84,49.67,49.87,49.43,49.65,7046700
ABROYYXB,802,3.861,49.95,50.0,49.61,49.67,5852800
ABROYYXB,803,3.831,48.84,49.35,48.8,49.17,6521200
ABROYYXB,804,3.852,49.1,49.17,48.8,49.0,4935200
ABROYYXB,805,3.84,48.95,49.25,48.92,49.24,3636700
ABROYYXB,806,3.837,48.91,49.19,48.63,49.05,5613000
ABROYYXB,807,3.803,48.48,48.9,48.2,48.9,7700600
ABROYYXB,808,3.693,47.08,47.92,46.14,47.9,11663200
ABROYYXB,809,3.62,46.15,46.68,45.38,46.0,14175900
ABROYYXB,810,3.56,45.38,45.93,45.37,45.67,13874600
ABROYYXB,811,3.587,45.73,45.97,45.18,45.2,7555300
ABROYYXB,812,3.547,45.21,45.8,45.01,45.73,5582900
ABROYYXB,813,3.542,45.15,45.54,44.5,44.5,6093200
ABROYYXB,814,3.627,46.23,46.49,45.28,45.55,7047000
ABROYYXB,815,3.649,46.52,46.61,45.6,46.0,6121300
ABROYYXB,816,3.69,47.04,47.19,46.58,46.62,6977500
ABROYYXB,817,3.766,48.0,48.05,47.15,47.2,7447100
ABROYYXB,818,3.752,47.83,48.15,47.73,48.02,5374100
ABROYYXB,819,3.73,47.55,47.99,47.48,47.8,4263700
ABROYYXB,820,3.746,47.75,48.5,47.38,47.89,6373400
ABROYYXB,821,3.675,46.85,47.87,46.85,47.85,4834900
ABROYYXB,822,3.649,46.51,47.22,46.2,46.44,5183400
ABROYYXB,823,3.688,47.01,47.23,46.68,46.85,3634800
ABROYYXB,824,3.685,46.97,47.09,46.64,47.01,5852500
ABROYYXB,825,3.7,47.16,47.52,47.1,47.15,6156100
ABROYYXB,826,3.684,46.96,47.38,46.96,47.22,3614900
ABROYYXB,827,3.73,47.55,47.62,47.0,47.05,6087700
ABROYYXB,828,3.719,47.4,47.43,46.72,46.72,5072100
ABROYYXB,829,3.719,47.4,47.9,47.07,47.85,5343100
ABROYYXB,830,3.719,47.41,47.73,46.93,47.6,5452100
ABROYYXB,831,3.712,47.32,47.73,47.0,47.25,5323000
ABROYYXB,832,3.671,46.8,47.26,46.78,47.12,4130500
ABROYYXB,833,3.62,46.15,47.34,46.13,47.05,5557300
ABROYYXB,834,3.687,47.0,47.0,45.88,46.15,6442000
ABROYYXB,835,3.768,48.03,48.21,46.82,46.9,5977300
ABROYYXB,836,3.82,48.69,48.95,47.91,48.03,7247600
ABROYYXB,837,3.802,48.46,48.84,47.98,48.69,6739600
ABROYYXB,838,3.809,48.55,49.0,48.4,48.56,5019500
ABROYYXB,839,3.81,48.57,49.29,48.55,48.7,5697700
ABROYYXB,840,3.922,50.0,50.69,49.16,50.0,13005200
ABROYYXB,841,4.254,54.23,54.85,49.87,50.0,35838900
ABROYYXB,842,4.241,54.06,54.73,53.37,54.5,12874900
ABROYYXB,843,4.269,54.42,54.95,54.14,54.35,11214200
ABROYYXB,844,4.228,53.9,54.77,53.9,54.15,7541100
ABROYYXB,845,4.237,54.01,54.95,53.75,54.12,11346200
ABROYYXB,846,4.279,54.55,54.76,54.02,54.3,5527200
ABROYYXB,847,4.294,54.74,54.86,54.34,54.58,5464400
ABROYYXB,848,4.26,54.3,54.79,54.03,54.54,5881100
ABROYYXB,849,4.267,54.39,54.7,53.97,54.05,4877500
ABROYYXB,850,4.505,57.42,57.5,54.65,54.74,20187400
ABROYYXB,851,4.605,58.7,59.61,57.9,58.3,23963700
ABROYYXB,852,4.554,58.05,58.69,57.14,58.3,9782100
ABROYYXB,853,4.53,57.75,58.16,57.37,58.0,7844400
ABROYYXB,854,4.487,57.19,57.81,56.5,57.61,8433100
ABROYYXB,855,4.5,57.36,57.79,56.77,56.8,5223200
ABROYYXB,856,4.565,58.19,58.19,57.19,57.19,2234900
ABROYYXB,857,4.541,57.89,58.43,56.95,58.19,5832600
ABROYYXB,858,4.51,57.49,58.07,57.22,58.0,5481000
ABROYYXB,859,4.479,57.09,57.95,56.5,57.7,8812200
ABROYYXB,860,4.55,58.0,58.18,57.4,57.75,4611100
ABROYYXB,861,4.574,58.3,58.8,57.78,57.85,5155600
ABROYYXB,862,4.546,57.95,58.6,57.93,58.01,4334100
ABROYYXB,863,4.53,57.74,58.45,57.54,58.0,6020400
ABROYYXB,864,4.552,58.03,58.08,57.5,58.06,4387400
ABROYYXB,865,4.617,58.85,58.86,57.54,57.9,5993300
ABROYYXB,866,4.64,59.14,60.12,58.46,59.5,8289700
ABROYYXB,867,4.695,59.85,59.99,59.2,59.4,6734100
ABROYYXB,868,4.767,60.77,60.79,59.78,59.98,9848600
ABROYYXB,869,4.77,60.8,60.99,59.28,60.55,10908800
ABROYYXB,870,4.778,60.91,60.99,60.4,60.55,7976000
ABROYYXB,871,4.705,59.97,60.75,59.85,60.61,11515600
ABROYYXB,872,4.727,60.25,60.79,59.98,60.35,7034500
ABROYYXB,873,4.789,61.04,61.19,60.35,60.5,6939300
ABROYYXB,874,4.843,60.99,61.03,59.85,59.85,6840200
ABROYYXB,875,4.83,60.83,60.91,60.46,60.55,3802900
ABROYYXB,876,4.831,60.85,61.11,60.41,60.85,3252400
ABROYYXB,877,4.889,61.58,61.73,60.8,60.86,4787900
ABROYYXB,878,4.891,61.6,61.88,61.24,61.7,3106100
ABROYYXB,879,4.854,61.13,61.61,61.13,61.61,2213900
ABROYYXB,880,4.851,61.1,61.55,60.98,61.05,2929300
ABROYYXB,881,4.814,60.63,61.79,60.4,61.46,6796800
ABROYYXB,882,4.847,61.05,61.5,60.7,60.97,6741500
ABROYYXB,883,4.839,60.94,61.48,60.81,61.25,6222200
ABROYYXB,884,4.804,60.51,61.14,60.51,60.95,4421400
ABROYYXB,885,4.875,61.4,61.4,60.4,60.7,9699800
ABROYYXB,886,4.939,62.2,63.09,61.65,61.67,13134700
ABROYYXB,887,4.891,61.6,62.28,61.43,62.2,8294200
ABROYYXB,888,4.893,61.63,61.76,61.07,61.4,5096000
ABROYYXB,889,4.947,62.3,62.47,61.48,61.8,5233800
ABROYYXB,890,5.03,63.35,63.4,61.78,62.65,7420600
ABROYYXB,891,5.078,63.96,64.0,62.7,63.15,8551900
ABROYYXB,892,5.047,63.56,63.87,63.41,63.7,4786600
ABROYYXB,893,5.01,63.1,63.78,62.7,63.7,5856900
ABROYYXB,894,4.982,62.75,63.39,62.4,63.0,6157900
ABROYYXB,895,4.935,62.16,63.25,61.68,63.19,7483300
ABROYYXB,896,4.946,62.29,62.69,62.17,62.3,5067200
ABROYYXB,897,4.91,61.84,62.63,61.34,62.1,8717000
ABROYYXB,898,4.973,62.63,63.07,61.8,61.82,6867400
ABROYYXB,899,5.018,63.2,63.3,62.35,62.83,5547200
ABROYYXB,900,5.068,63.83,63.9,63.34,63.55,7266300
ABROYYXB,901,5.074,63.91,63.95,63.42,63.79,5230900
ABROYYXB,902,5.074,63.9,64.07,63.63,63.91,5056000
ABROYYXB,903,5.061,63.74,63.88,63.4,63.45,4041300
ABROYYXB,904,5.32,67.0,68.5,63.71,63.82,20754600
ABROYYXB,905,5.284,66.55,67.25,65.9,66.8,9425600
ABROYYXB,906,5.272,66.4,66.96,66.38,66.73,7111100
ABROYYXB,907,5.183,65.28,66.3,65.09,66.3,8965000
ABROYYXB,908,5.272,66.4,66.63,65.3,65.3,7386000
ABROYYXB,909,5.256,66.2,66.74,66.05,66.55,5065700
