series,hour_num,value
T104,359,1942.0
T104,360,1826.0
T104,361,1848.0
T104,362,1843.0
T104,363,1768.0
T104,364,1663.0
T104,365,1722.0
T104,366,1653.0
T104,367,1730.0
T104,368,1662.0
T104,369,1661.0
T104,370,1488.0
T104,371,1475.0
T104,372,1480.0
T104,373,1468.0
T104,374,1472.0
T104,375,1438.0
T104,376,1416.0
T104,377,1623.0
T104,378,1964.0
T104,379,1926.0
T104,380,2034.0
T104,381,2113.0
T104,382,2239.0
T104,383,2252.0
T104,384,2258.0
T104,385,2261.0
T104,386,2177.0
T104,387,2112.0
T104,388,2109.0
T104,389,2083.0
T104,390,1924.0
T104,391,1835.0
T104,392,1633.0
T104,393,1385.0
T104,394,1227.0
T104,395,1293.0
T104,396,1286.0
T104,397,1313.0
T104,398,1317.0
T104,399,1280.0
T104,400,1284.0
T104,401,1506.0
T104,402,1644.0
T104,403,1790.0
T104,404,1896.0
T104,405,1997.0
T104,406,2051.0
T104,407,2048.0
T104,408,2008.0
T104,409,1971.0
T104,410,2074.0
T104,411,1957.0
T104,412,1963.0
T104,413,1956.0
T104,414,1816.0
T104,415,1627.0
T104,416,1494.0
T104,417,1459.0
T104,418,1307.0
T104,419,1259.0
T104,420,1243.0
T104,421,1265.0
T104,422,1236.0
T104,423,1188.0
T104,424,1265.0
T104,425,1342.0
T104,426,1515.0
T104,427,1794.0
T104,428,1896.0
T104,429,1943.0
T104,430,2025.0
T104,431,2035.0
T104,432,2012.0
T104,433,2016.0
T104,434,1994.0
T104,435,1875.0
T104,436,1814.0
T104,437,1845.0
T104,438,1691.0
T104,439,1723.0
T104,440,1614.0
T104,441,1555.0
T104,442,1428.0
T104,443,1412.0
T104,444,1327.0
T104,445,1288.0
T104,446,1268.0
T104,447,1249.0
T104,448,1288.0
T104,449,1387.0
T104,450,1564.0
T104,451,1709.0
T104,452,1867.0
T104,453,1877.0
T104,454,1938.0
T104,455,2000.0
T104,456,1986.0
T104,457,2061.0
T104,458,2027.0
T104,459,1949.0
T104,460,1942.0
T104,461,1950.0
T104,462,1715.0
T104,463,1614.0
T104,464,1539.0
T104,465,1434.0
T104,466,1243.0
T104,467,1255.0
T104,468,1257.0
T104,469,1273.0
T104,470,1303.0
T104,471,1322.0
T104,472,1395.0
T104,473,1514.0
T104,474,1580.0
T104,475,1462.0
T104,476,1520.0
T104,477,1711.0
T104,478,1797.0
T104,479,1945.0
T104,480,2034.0
T104,481,2064.0
T104,482,1977.0
T104,483,1931.0
T104,484,1857.0
T104,485,1780.0
T104,486,1693.0
T104,487,1646.0
T104,488,1647.0
T104,489,1609.0
T104,490,1489.0
T104,491,1500.0
T104,492,1506.0
T104,493,1525.0
T104,494,1564.0
T104,495,1511.0
T104,496,1486.0
T104,497,1775.0
T104,498,1858.0
T104,499,1980.0
T104,500,2072.0
T104,501,2199.0
T104,502,2238.0
T104,503,2406.0
T104,504,2507.0
T104,505,2528.0
T104,506,2508.0
T104,507,2447.0
T104,508,2458.0
T104,509,2351.0
T104,510,2195.0
T104,511,2141.0
T104,512,2115.0
T104,513,2027.0
T104,514,1857.0
T104,515,1869.0
T104,516,1863.0
T104,517,1884.0
T104,518,1861.0
T104,519,1851.0
T104,520,1809.0
T104,521,1893.0
T104,522,2141.0
T104,523,2265.0
T104,524,2264.0
T104,525,2332.0
T104,526,2479.0
T104,527,2583.0
T104,528,2636.0
T104,529,2638.0
T104,530,2581.0
T104,531,2511.0
T104,532,2494.0
T104,533,2467.0
T104,534,2274.0
T104,535,2262.0
T104,536,2119.0
T104,537,1988.0
T104,538,1822.0
T104,539,1791.0
T104,540,1788.0
T104,541,1891.0
T104,542,1880.0
T104,543,1811.0
T104,544,1799.0
T104,545,1902.0
T104,546,2054.0
T104,547,2183.0
T104,548,2355.0
T104,549,2501.0
T104,550,2518.0
T104,551,2644.0
T104,552,2599.0
T104,553,2499.0
T104,554,2444.0
T104,555,2473.0
T104,556,2429.0
T104,557,2364.0
T104,558,2192.0
T104,559,2122.0
T104,560,2008.0
T104,561,1891.0
T104,562,1699.0
T104,563,1660.0
T104,564,1636.0
T104,565,1597.0
T104,566,1608.0
T104,567,1554.0
T104,568,1596.0
T104,569,1712.0
T104,570,1976.0
T104,571,2153.0
T104,572,2215.0
T104,573,2386.0
T104,574,2587.0
T104,575,2671.0
T104,576,2732.0
T104,577,2726.0
T104,578,2642.0
T104,579,2501.0
T104,580,2466.0
T104,581,2554.0
T104,582,2439.0
T104,583,2309.0
T104,584,2161.0
T104,585,1809.0
T104,586,1773.0
T104,587,1787.0
T104,588,1747.0
T104,589,1719.0
T104,590,1718.0
T104,591,1670.0
T104,592,1673.0
T104,593,1811.0
T104,594,1969.0
T104,595,2041.0
T104,596,2117.0
T104,597,2178.0
T104,598,2247.0
T104,599,2260.0
T104,600,2239.0
T104,601,2146.0
T104,602,1987.0
T104,603,1877.0
T104,604,1877.0
T104,605,1865.0
T104,606,1692.0
T104,607,1697.0
T104,608,1711.0
T104,609,1509.0
T104,610,1424.0
T104,611,1347.0
T104,612,1370.0
T104,613,1374.0
T104,614,1383.0
T104,615,1323.0
T104,616,1427.0
T104,617,1530.0
T104,618,1790.0
T104,619,1821.0
T104,620,1868.0
T104,621,1990.0
T104,622,2060.0
T104,623,2194.0
T104,624,2306.0
T104,625,2354.0
T104,626,2266.0
T104,627,2152.0
T104,628,2050.0
T104,629,2032.0
T104,630,1843.0
T104,631,1821.0
T104,632,1688.0
T104,633,1676.0
T104,634,1606.0
T104,635,1537.0
T104,636,1440.0
T104,637,1477.0
T104,638,1521.0
T104,639,1550.0
T104,640,1719.0
T104,641,1805.0
T104,642,2057.0
T104,643,2153.0
T104,644,2253.0
T104,645,2386.0
T104,646,2457.0
T104,647,2451.0
T104,648,2476.0
T104,649,2443.0
T104,650,2399.0
T104,651,2333.0
T104,652,2240.0
T104,653,2179.0
T104,654,2026.0
T104,655,1797.0
T104,656,1725.0
T104,657,1695.0
T104,658,1640.0
T104,659,1635.0
T104,660,1544.0
T104,661,1610.0
T104,662,1696.0
T104,663,1645.0
T104,664,1677.0
T104,665,1821.0
T104,666,2004.0
T104,667,2073.0
T104,668,2168.0
T104,669,2350.0
T104,670,2439.0
T104,671,2539.0
T104,672,2602.0
T104,673,2495.0
T104,674,2411.0
T104,675,2343.0
T104,676,2476.0
T104,677,2488.0
T104,678,2270.0
T104,679,2157.0
T104,680,2034.0
T104,681,1917.0
T104,682,1668.0
T104,683,1641.0
T104,684,1660.0
T104,685,1655.0
T104,686,1668.0
T104,687,1663.0
T104,688,1651.0
T104,689,1761.0
T104,690,1917.0
T104,691,2087.0
T104,692,2148.0
T104,693,2246.0
T104,694,2258.0
T104,695,2261.0
T104,696,2292.0
T104,697,2276.0
T104,698,2275.0
T104,699,2264.0
T104,700,2313.0
T104,701,2246.0
T104,702,2023.0
T104,703,1939.0
T104,704,1890.0
T104,705,1802.0
T104,706,1546.0
T104,707,1591.0
T104,708,1587.0
T104,709,1580.0
T104,710,1563.0
T104,711,1510.0
T104,712,1592.0
T104,713,1702.0
T104,714,1992.0
T104,715,2155.0
T104,716,2273.0
T104,717,2366.0
T104,718,2418.0
T104,719,2411.0
T104,720,2441.0
T104,721,2471.0
T104,722,2411.0
T104,723,2337.0
T104,724,2329.0
T104,725,2319.0
T104,726,2153.0
T104,727,2041.0
T104,728,1893.0
T104,729,1786.0
T104,730,1589.0
T104,731,1498.0
T104,732,1486.0
T104,733,1478.0
T104,734,1466.0
T104,735,1432.0
T104,736,1504.0
T104,737,1700.0
T104,738,1966.0
T104,739,2172.0
T104,740,2174.0
T104,741,2102.0
T104,742,2122.0
T104,743,2130.0
T104,744,2043.0
T104,745,2035.0
T104,746,2020.0
T104,747,1950.0
T104,748,1992.0
T108,188,633.0
T108,189,599.0
T108,190,701.0
T108,191,685.0
T108,192,764.0
T108,193,683.0
T108,194,702.0
T108,195,549.0
T108,196,467.0
T108,197,509.0
T108,198,522.0
T108,199,558.0
T108,200,495.0
T108,201,230.0
T108,202,236.0
T108,203,198.0
T108,204,209.0
T108,205,213.0
T108,206,232.0
T108,207,315.0
T108,208,365.0
T108,209,414.0
T108,210,444.0
T108,211,505.0
T108,212,524.0
T108,213,518.0
T108,214,526.0
T108,215,557.0
T108,216,658.0
T108,217,667.0
T108,218,575.0
T108,219,473.0
T108,220,435.0
T108,221,420.0
T108,222,407.0
T108,223,559.0
T108,224,380.0
T108,225,249.0
T108,226,235.0
T108,227,237.0
T108,228,235.0
T108,229,250.0
T108,230,238.0
T108,231,349.0
T108,232,367.0
T108,233,406.0
T108,234,447.0
T108,235,559.0
T108,236,582.0
T108,237,534.0
T108,238,559.0
T108,239,538.0
T108,240,515.0
T108,241,535.0
T108,242,486.0
T108,243,483.0
T108,244,562.0
T108,245,449.0
T108,246,444.0
T108,247,417.0
T108,248,359.0
T108,249,307.0
T108,250,237.0
T108,251,214.0
T108,252,260.0
T108,253,340.0
T108,254,323.0
T108,255,364.0
T108,256,361.0
T108,257,464.0
T108,258,523.0
T108,259,565.0
T108,260,565.0
T108,261,693.0
T108,262,681.0
T108,263,699.0
T108,264,690.0
T108,265,685.0
T108,266,676.0
T108,267,574.0
T108,268,532.0
T108,269,501.0
T108,270,433.0
T108,271,421.0
T108,272,314.0
T108,273,232.0
T108,274,249.0
T108,275,237.0
T108,276,264.0
T108,277,263.0
T108,278,278.0
T108,279,392.0
T108,280,509.0
T108,281,618.0
T108,282,676.0
T108,283,782.0
T108,284,807.0
T108,285,699.0
T108,286,813.0
T108,287,752.0
T108,288,785.0
T108,289,791.0
T108,290,739.0
T108,291,686.0
T108,292,670.0
T108,293,508.0
T108,294,549.0
T108,295,450.0
T108,296,334.0
T108,297,224.0
T108,298,255.0
T108,299,233.0
T108,300,234.0
T108,301,209.0
T108,302,207.0
T108,303,349.0
T108,304,554.0
T108,305,632.0
T108,306,781.0
T108,307,855.0
T108,308,821.0
T108,309,679.0
T108,310,663.0
T108,311,747.0
T108,312,618.0
T108,313,682.0
T108,314,638.0
T108,315,529.0
T108,316,556.0
T108,317,585.0
T108,318,330.0
T108,319,398.0
T108,320,305.0
T108,321,214.0
T108,322,207.0
T108,323,263.0
T108,324,281.0
T108,325,209.0
T108,326,236.0
T108,327,404.0
T108,328,460.0
T108,329,546.0
T108,330,571.0
T108,331,662.0
T108,332,681.0
T108,333,622.0
T108,334,767.0
T108,335,752.0
T108,336,756.0
T108,337,703.0
T108,338,722.0
T108,339,637.0
T108,340,557.0
T108,341,530.0
T108,342,383.0
T108,343,327.0
T108,344,334.0
T108,345,247.0
T108,346,235.0
T108,347,242.0
T108,348,233.0
T108,349,232.0
T108,350,211.0
T108,351,394.0
T108,352,533.0
T108,353,635.0
T108,354,690.0
T108,355,716.0
T108,356,673.0
T108,357,658.0
T108,358,720.0
T108,359,706.0
T108,360,595.0
T108,361,561.0
T108,362,638.0
T108,363,571.0
T108,364,570.0
T108,365,604.0
T108,366,373.0
T108,367,303.0
T108,368,395.0
T108,369,251.0
T108,370,241.0
T108,371,234.0
T108,372,219.0
T108,373,211.0
T108,374,227.0
T108,375,363.0
T108,376,396.0
T108,377,577.0
T108,378,467.0
T108,379,647.0
T108,380,648.0
T108,381,660.0
T108,382,647.0
T108,383,590.0
T108,384,498.0
T108,385,695.0
T108,386,639.0
T108,387,538.0
T108,388,495.0
T108,389,600.0
T108,390,501.0
T108,391,518.0
T108,392,372.0
T108,393,247.0
T108,394,240.0
T108,395,215.0
T108,396,207.0
T108,397,203.0
T108,398,207.0
T108,399,336.0
T108,400,358.0
T108,401,379.0
T108,402,469.0
T108,403,421.0
T108,404,653.0
T108,405,698.0
T108,406,733.0
T108,407,715.0
T108,408,695.0
T108,409,714.0
T108,410,727.0
T108,411,597.0
T108,412,519.0
T108,413,440.0
T108,414,469.0
T108,415,563.0
T108,416,461.0
T108,417,301.0
T108,418,255.0
T108,419,276.0
T108,420,234.0
T108,421,246.0
T108,422,228.0
T108,423,222.0
T108,424,219.0
T108,425,365.0
T108,426,543.0
T108,427,643.0
T108,428,640.0
T108,429,759.0
T108,430,743.0
T108,431,727.0
T108,432,743.0
T108,433,810.0
T108,434,788.0
T108,435,743.0
T108,436,654.0
T108,437,498.0
T108,438,457.0
T108,439,529.0
T108,440,512.0
T108,441,300.0
T108,442,231.0
T108,443,242.0
T108,444,218.0
T108,445,217.0
T108,446,207.0
T108,447,265.0
T108,448,333.0
T108,449,387.0
T108,450,549.0
T108,451,670.0
T108,452,762.0
T108,453,713.0
T108,454,707.0
T108,455,731.0
T108,456,626.0
T108,457,714.0
T108,458,586.0
T108,459,578.0
T108,460,615.0
T108,461,665.0
T108,462,650.0
T108,463,449.0
T108,464,268.0
T108,465,337.0
T108,466,249.0
T108,467,236.0
T108,468,276.0
T108,469,238.0
T108,470,233.0
T108,471,403.0
T108,472,352.0
T108,473,431.0
T108,474,353.0
T108,475,412.0
T108,476,450.0
T108,477,417.0
T108,478,403.0
T108,479,429.0
T108,480,417.0
T108,481,451.0
T108,482,536.0
T108,483,555.0
T108,484,518.0
T108,485,427.0
T108,486,506.0
T108,487,338.0
T108,488,340.0
T108,489,330.0
T108,490,226.0
T108,491,235.0
T108,492,249.0
T108,493,261.0
T108,494,276.0
T108,495,397.0
T108,496,553.0
T108,497,565.0
T108,498,563.0
T108,499,619.0
T108,500,678.0
T108,501,681.0
T108,502,522.0
T108,503,663.0
T108,504,654.0
T108,505,537.0
T108,506,399.0
T108,507,361.0
T108,508,398.0
T108,509,454.0
T108,510,399.0
T108,511,423.0
T108,512,289.0
T108,513,245.0
T108,514,242.0
T108,515,225.0
T108,516,230.0
T108,517,222.0
T108,518,247.0
T108,519,396.0
T108,520,515.0
T108,521,618.0
T108,522,565.0
T108,523,581.0
T108,524,633.0
T108,525,652.0
T108,526,638.0
T108,527,590.0
T108,528,639.0
T108,529,643.0
T108,530,559.0
T108,531,502.0
T108,532,560.0
T108,533,693.0
T108,534,590.0
T108,535,552.0
T108,536,365.0
T108,537,281.0
T108,538,215.0
T108,539,216.0
T108,540,227.0
T108,541,199.0
T108,542,249.0
T108,543,268.0
T108,544,471.0
T108,545,533.0
T108,546,607.0
T108,547,639.0
T108,548,654.0
T108,549,752.0
T108,550,800.0
T108,551,654.0
T108,552,594.0
T108,553,556.0
T108,554,569.0
T108,555,539.0
T108,556,449.0
T108,557,505.0
T108,558,404.0
T108,559,254.0
T108,560,312.0
T108,561,324.0
T108,562,242.0
T108,563,216.0
T108,564,211.0
T108,565,231.0
T108,566,309.0
T108,567,285.0
T108,568,406.0
T108,569,538.0
T108,570,515.0
T108,571,530.0
T108,572,657.0
T108,573,683.0
T108,574,523.0
T108,575,608.0
T108,576,557.0
T108,577,545.0
T108,578,568.0
T108,579,555.0
T108,580,408.0
T108,581,455.0
T108,582,463.0
T108,583,426.0
T108,584,367.0
T108,585,297.0
T108,586,289.0
T108,587,267.0
T108,588,264.0
T108,589,198.0
T108,590,248.0
T108,591,237.0
T108,592,286.0
T108,593,401.0
T108,594,437.0
T108,595,417.0
T108,596,443.0
T108,597,534.0
T108,598,561.0
T108,599,524.0
T108,600,485.0
T108,601,440.0
T108,602,463.0
T108,603,441.0
T108,604,372.0
T108,605,361.0
T108,606,366.0
T108,607,373.0
T108,608,377.0
T108,609,242.0
T108,610,253.0
T108,611,258.0
T108,612,241.0
T108,613,217.0
T108,614,238.0
T108,615,235.0
T108,616,253.0
T108,617,333.0
T108,618,408.0
T108,619,524.0
T108,620,548.0
T108,621,580.0
T108,622,545.0
T108,623,506.0
T108,624,505.0
T108,625,499.0
T108,626,551.0
T108,627,538.0
T108,628,507.0
T108,629,445.0
T108,630,438.0
T108,631,312.0
T108,632,246.0
T108,633,267.0
T108,634,291.0
T108,635,257.0
T108,636,266.0
T108,637,236.0
T108,638,266.0
T108,639,223.0
T108,640,307.0
T108,641,495.0
T108,642,545.0
T108,643,606.0
T108,644,562.0
T108,645,546.0
T108,646,563.0
T108,647,567.0
T108,648,506.0
T108,649,523.0
T108,650,472.0
T108,651,507.0
T108,652,532.0
T108,653,517.0
T108,654,518.0
T108,655,452.0
T108,656,359.0
T108,657,226.0
T108,658,226.0
T108,659,238.0
T108,660,231.0
T108,661,250.0
T108,662,251.0
T108,663,223.0
T108,664,449.0
T108,665,483.0
T108,666,528.0
T108,667,456.0
T108,668,507.0
T108,669,494.0
T108,670,529.0
T108,671,557.0
T108,672,607.0
T108,673,700.0
T108,674,744.0
T108,675,653.0
T108,676,428.0
T108,677,488.0
T108,678,417.0
T108,679,425.0
T108,680,253.0
T108,681,260.0
T108,682,234.0
T108,683,219.0
T108,684,241.0
T108,685,226.0
T108,686,219.0
T108,687,252.0
T108,688,337.0
T108,689,415.0
T108,690,467.0
T108,691,575.0
T108,692,620.0
T108,693,512.0
T108,694,580.0
T108,695,599.0
T108,696,736.0
T108,697,696.0
T108,698,759.0
T108,699,580.0
T108,700,522.0
T108,701,578.0
T108,702,525.0
T108,703,523.0
T108,704,445.0
T108,705,272.0
T108,706,234.0
T108,707,244.0
T108,708,227.0
T108,709,227.0
T108,710,225.0
T108,711,242.0
T108,712,256.0
T108,713,331.0
T108,714,344.0
T108,715,452.0
T108,716,473.0
T108,717,384.0
T108,718,463.0
T108,719,594.0
T108,720,620.0
T108,721,703.0
T108,722,683.0
T108,723,607.0
T108,724,565.0
T108,725,612.0
T108,726,474.0
T108,727,639.0
T108,728,466.0
T108,729,289.0
T108,730,272.0
T108,731,250.0
T108,732,225.0
T108,733,230.0
T108,734,229.0
T108,735,248.0
T108,736,213.0
T108,737,300.0
T108,738,340.0
T108,739,322.0
T108,740,431.0
T108,741,343.0
T108,742,430.0
T108,743,566.0
T108,744,620.0
T108,745,663.0
T108,746,682.0
T108,747,460.0
T108,748,407.0
T11,188,29772.0
T11,189,30130.0
T11,190,30356.0
T11,191,30845.0
T11,192,31338.0
T11,193,31818.0
T11,194,32282.0
T11,195,32625.0
T11,196,32436.0
T11,197,31915.0
T11,198,32169.0
T11,199,31316.0
T11,200,28981.0
T11,201,26653.0
T11,202,24828.0
T11,203,23794.0
T11,204,23480.0
T11,205,23216.0
T11,206,23263.0
T11,207,23756.0
T11,208,24883.0
T11,209,26611.0
T11,210,27851.0
T11,211,28776.0
T11,212,29339.0
T11,213,29548.0
T11,214,29566.0
T11,215,29905.0
T11,216,30203.0
T11,217,30427.0
T11,218,30672.0
T11,219,30697.0
T11,220,30500.0
T11,221,30118.0
T11,222,30622.0
T11,223,30129.0
T11,224,28270.0
T11,225,26331.0
T11,226,24925.0
T11,227,23885.0
T11,228,23211.0
T11,229,22879.0
T11,230,23234.0
T11,231,24265.0
T11,232,25345.0
T11,233,26791.0
T11,234,28020.0
T11,235,29023.0
T11,236,29616.0
T11,237,29758.0
T11,238,29721.0
T11,239,29677.0
T11,240,29906.0
T11,241,30276.0
T11,242,30590.0
T11,243,30766.0
T11,244,30594.0
T11,245,30186.0
T11,246,30516.0
T11,247,30106.0
T11,248,28376.0
T11,249,26537.0
T11,250,25291.0
T11,251,23812.0
T11,252,22871.0
T11,253,22401.0
T11,254,22411.0
T11,255,22689.0
T11,256,22816.0
T11,257,23658.0
T11,258,24886.0
T11,259,26159.0
T11,260,26962.0
T11,261,27565.0
T11,262,28080.0
T11,263,28712.0
T11,264,28948.0
T11,265,29758.0
T11,266,30482.0
T11,267,30999.0
T11,268,30980.0
T11,269,30250.0
T11,270,30452.0
T11,271,29892.0
T11,272,28071.0
T11,273,26101.0
T11,274,24666.0
T11,275,23732.0
T11,276,22909.0
T11,277,22327.0
T11,278,22113.0
T11,279,22165.0
T11,280,21773.0
T11,281,22380.0
T11,282,23802.0
T11,283,24780.0
T11,284,25681.0
T11,285,26591.0
T11,286,27418.0
T11,287,28140.0
T11,288,29297.0
T11,289,30266.0
T11,290,31191.0
T11,291,31859.0
T11,292,31818.0
T11,293,30979.0
T11,294,31074.0
T11,295,30513.0
T11,296,28386.0
T11,297,26095.0
T11,298,24373.0
T11,299,23510.0
T11,300,22890.0
T11,301,22639.0
T11,302,23043.0
T11,303,23971.0
T11,304,24906.0
T11,305,26617.0
T11,306,28177.0
T11,307,29801.0
T11,308,30843.0
T11,309,31851.0
T11,310,32774.0
T11,311,34078.0
T11,312,35354.0
T11,313,36349.0
T11,314,36927.0
T11,315,36897.0
T11,316,36102.0
T11,317,34947.0
T11,318,34431.0
T11,319,33121.0
T11,320,30198.0
T11,321,27461.0
T11,322,25678.0
T11,323,24695.0
T11,324,23759.0
T11,325,23385.0
T11,326,27286.0
T11,327,28431.0
T11,328,29277.0
T11,329,30422.0
T11,330,31355.0
T11,331,32162.0
T11,332,33306.0
T11,333,34384.0
T11,334,35406.0
T11,335,36037.0
T11,336,36052.0
T11,337,35424.0
T11,338,34279.0
T11,339,33831.0
T11,340,32477.0
T11,341,29720.0
T11,342,27176.0
T11,343,25306.0
T11,344,23917.0
T11,345,23212.0
T11,346,23339.0
T11,347,23598.0
T11,348,24616.0
T11,349,25704.0
T11,350,27193.0
T11,351,28374.0
T11,352,29120.0
T11,353,30005.0
T11,354,31010.0
T11,355,31894.0
T11,356,33197.0
T11,357,34505.0
T11,358,35715.0
T11,359,36670.0
T11,360,37012.0
T11,361,36552.0
T11,362,35463.0
T11,363,34715.0
T11,364,33339.0
T11,365,30445.0
T11,366,27770.0
T11,367,25961.0
T11,368,24722.0
T11,369,23864.0
T11,370,23475.0
T11,371,23733.0
T11,372,24617.0
T11,373,25565.0
T11,374,27195.0
T11,375,28504.0
T11,376,29689.0
T11,377,30714.0
T11,378,31971.0
T11,379,33078.0
T11,380,34576.0
T11,381,35939.0
T11,382,36975.0
T11,383,37621.0
T11,384,37701.0
T11,385,37089.0
T11,386,35885.0
T11,387,35219.0
T11,388,33850.0
T11,389,30936.0
T11,390,28270.0
T11,391,26375.0
T11,392,25136.0
T11,393,24161.0
T11,394,23991.0
T11,395,24216.0
T11,396,24736.0
T11,397,25863.0
T11,398,27268.0
T11,399,28659.0
T11,400,30033.0
T11,401,31515.0
T11,402,32518.0
T11,403,33729.0
T11,404,35335.0
T11,405,36799.0
T11,406,37959.0
T11,407,38668.0
T11,408,38717.0
T11,409,37929.0
T11,410,36445.0
T11,411,35474.0
T11,412,34065.0
T11,413,31525.0
T11,414,28934.0
T11,415,27037.0
T11,416,25601.0
T11,417,24440.0
T11,418,23746.0
T11,419,23556.0
T11,420,23803.0
T11,421,24059.0
T11,422,25063.0
T11,423,26383.0
T11,424,27596.0
T11,425,28588.0
T11,426,29278.0
T11,427,30048.0
T11,428,30313.0
T11,429,30217.0
T11,430,30014.0
T11,431,30176.0
T11,432,30215.0
T11,433,30133.0
T11,434,29802.0
T11,435,29838.0
T11,436,29480.0
T11,437,27891.0
T11,438,26181.0
T11,439,24877.0
T11,440,23883.0
T11,441,23323.0
T11,442,22702.0
T11,443,22643.0
T11,444,22718.0
T11,445,22495.0
T11,446,23176.0
T11,447,24732.0
T11,448,26554.0
T11,449,28135.0
T11,450,29763.0
T11,451,31438.0
T11,452,33181.0
T11,453,34409.0
T11,454,34692.0
T11,455,34471.0
T11,456,34216.0
T11,457,33722.0
T11,458,33265.0
T11,459,33453.0
T11,460,32457.0
T11,461,29951.0
T11,462,27606.0
T11,463,26005.0
T11,464,24919.0
T11,465,24352.0
T11,466,24048.0
T11,467,24519.0
T11,468,25431.0
T11,469,26871.0
T11,470,28931.0
T11,471,30691.0
T11,472,32266.0
T11,473,33956.0
T11,474,35413.0
T11,475,36433.0
T11,476,37845.0
T11,477,38987.0
T11,478,39891.0
T11,479,40596.0
T11,480,40584.0
T11,481,39694.0
T11,482,38191.0
T11,483,37491.0
T11,484,35801.0
T11,485,32477.0
T11,486,29785.0
T11,487,27933.0
T11,488,26604.0
T11,489,25645.0
T11,490,25078.0
T11,491,25202.0
T11,492,25964.0
T11,493,26996.0
T11,494,28526.0
T11,495,30254.0
T11,496,31532.0
T11,497,32887.0
T11,498,33917.0
T11,499,34793.0
T11,500,35924.0
T11,501,36858.0
T11,502,37656.0
T11,503,38164.0
T11,504,38038.0
T11,505,37264.0
T11,506,36070.0
T11,507,35681.0
T11,508,34328.0
T11,509,31362.0
T11,510,28763.0
T11,511,26948.0
T11,512,25585.0
T11,513,24687.0
T11,514,24349.0
T11,515,24552.0
T11,516,25463.0
T11,517,26794.0
T11,518,28246.0
T11,519,29434.0
T11,520,30581.0
