StockCode,InvoiceDate,Quantity,Sales
21137,2011-07-01,76.0,259.08
21137,2011-07-02,0.0,0.0
21137,2011-07-03,0.0,0.0
21137,2011-07-04,5.0,29.88
21137,2011-07-05,20.0,75.0
21137,2011-07-06,5.0,18.75
21137,2011-07-07,0.0,0.0
21137,2011-07-08,48.0,162.72
21137,2011-07-09,0.0,0.0
21137,2011-07-10,12.0,45.0
21137,2011-07-11,0.0,0.0
21137,2011-07-12,0.0,0.0
21137,2011-07-13,72.0,244.08
21137,2011-07-14,4.0,15.0
21137,2011-07-15,24.0,81.36
21137,2011-07-16,0.0,0.0
21137,2011-07-17,0.0,0.0
21137,2011-07-18,0.0,0.0
21137,2011-07-19,1.0,3.75
21137,2011-07-20,73.0,251.54
21137,2011-07-21,0.0,0.0
21137,2011-07-22,108.0,370.44
21137,2011-07-23,0.0,0.0
21137,2011-07-24,72.0,244.08
21137,2011-07-25,0.0,0.0
21137,2011-07-26,29.0,103.82
21137,2011-07-27,9.0,33.75
21137,2011-07-28,30.0,103.86
21137,2011-07-29,48.0,162.72
21137,2011-07-30,0.0,0.0
21137,2011-07-31,0.0,0.0
21137,2011-08-01,0.0,0.0
21137,2011-08-02,0.0,0.0
21137,2011-08-03,0.0,0.0
21137,2011-08-04,0.0,0.0
21137,2011-08-05,0.0,0.0
21137,2011-08-06,0.0,0.0
21137,2011-08-07,0.0,0.0
21137,2011-08-08,0.0,0.0
21137,2011-08-09,0.0,0.0
21137,2011-08-10,25.0,85.11
21137,2011-08-11,0.0,0.0
21137,2011-08-12,48.0,162.72
21137,2011-08-13,0.0,0.0
21137,2011-08-14,0.0,0.0
21137,2011-08-15,48.0,162.72
21137,2011-08-16,0.0,0.0
21137,2011-08-17,1.0,3.75
21137,2011-08-18,168.0,569.52
21137,2011-08-19,5.0,18.75
21137,2011-08-20,0.0,0.0
21137,2011-08-21,48.0,162.72
21137,2011-08-22,4.0,15.0
21137,2011-08-23,0.0,0.0
21137,2011-08-24,3.0,11.61
21137,2011-08-25,12.0,45.0
21137,2011-08-26,0.0,0.0
21137,2011-08-27,0.0,0.0
21137,2011-08-28,0.0,0.0
21137,2011-08-29,0.0,0.0
21137,2011-08-30,4.0,29.84
21137,2011-08-31,0.0,0.0
21137,2011-09-01,0.0,0.0
21137,2011-09-02,96.0,325.44
21137,2011-09-03,0.0,0.0
21137,2011-09-04,76.0,259.08
21137,2011-09-05,4.0,15.0
21137,2011-09-06,0.0,0.0
21137,2011-09-07,0.0,0.0
21137,2011-09-08,0.0,0.0
21137,2011-09-09,0.0,0.0
21137,2011-09-10,0.0,0.0
21137,2011-09-11,100.0,340.44
21137,2011-09-12,32.0,111.36
21137,2011-09-13,4.0,29.84
21137,2011-09-14,171.0,580.77
21137,2011-09-15,0.0,0.0
21137,2011-09-16,3.0,11.25
21137,2011-09-17,0.0,0.0
21137,2011-09-18,0.0,0.0
21137,2011-09-19,-4.0,-15.0
21137,2011-09-20,0.0,0.0
21137,2011-09-21,0.0,0.0
21137,2011-09-22,24.0,81.36
21137,2011-09-23,9.0,44.88
21137,2011-09-24,0.0,0.0
21137,2011-09-25,5.0,18.75
21137,2011-09-26,48.0,162.72
21137,2011-09-27,9.0,44.88
21137,2011-09-28,28.0,96.36
21137,2011-09-29,110.0,385.36
21137,2011-09-30,0.0,0.0
21137,2011-10-01,0.0,0.0
21137,2011-10-02,7.0,26.25
21137,2011-10-03,36.0,126.36
21137,2011-10-04,100.0,340.44
21137,2011-10-05,0.0,0.0
21137,2011-10-06,41.0,145.11
21137,2011-10-07,128.0,451.64
21137,2011-10-08,0.0,0.0
21137,2011-10-09,0.0,0.0
21137,2011-10-10,7.0,52.22
21137,2011-10-11,3.0,11.25
21137,2011-10-12,0.0,0.0
21137,2011-10-13,9.0,33.75
21137,2011-10-14,0.0,0.0
21137,2011-10-15,0.0,0.0
21137,2011-10-16,2.0,7.5
21137,2011-10-17,128.0,436.8
21137,2011-10-18,4.0,15.0
21137,2011-10-19,0.0,0.0
21137,2011-10-20,38.0,133.86
21137,2011-10-21,12.0,45.0
21137,2011-10-22,0.0,0.0
21137,2011-10-23,2.0,7.5
21137,2011-10-24,0.0,0.0
21137,2011-10-25,1.0,7.46
21137,2011-10-26,24.0,81.36
21137,2011-10-27,17.0,63.75
21137,2011-10-28,49.0,166.47
21137,2011-10-29,0.0,0.0
21137,2011-10-30,4.0,15.0
21137,2011-10-31,16.0,60.0
21137,2011-11-01,10.0,37.5
21137,2011-11-02,240.0,813.6
21137,2011-11-03,92.0,314.76
21137,2011-11-04,74.0,251.58
21137,2011-11-05,0.0,0.0
21137,2011-11-06,1.0,3.75
21137,2011-11-07,10.0,41.21
21137,2011-11-08,44.0,150.6
21137,2011-11-09,556.0,1902.34
21137,2011-11-10,170.0,577.02
21137,2011-11-11,73.0,251.54
21137,2011-11-12,0.0,0.0
21137,2011-11-13,4.0,29.84
21137,2011-11-14,11.0,44.96
21137,2011-11-15,14.0,67.34
21137,2011-11-16,58.0,231.12
21137,2011-11-17,3.0,11.25
21137,2011-11-18,145.0,495.62
21137,2011-11-19,0.0,0.0
21137,2011-11-20,24.0,90.0
21137,2011-11-21,22.0,89.92
21137,2011-11-22,18.0,82.34
21137,2011-11-23,20.0,97.26
21137,2011-11-24,9.0,52.3
21137,2011-11-25,508.0,1738.4
21137,2011-11-26,0.0,0.0
21137,2011-11-27,7.0,26.25
21137,2011-11-28,20.0,89.84
21931,2011-05-31,60.0,124.8
21931,2011-06-01,17.0,49.71
21931,2011-06-02,27.0,91.01
21931,2011-06-03,10.0,20.8
21931,2011-06-04,0.0,0.0
21931,2011-06-05,30.0,62.4
21931,2011-06-06,13.0,27.04
21931,2011-06-07,43.0,95.59
21931,2011-06-08,94.0,341.07
21931,2011-06-09,45.0,103.85
21931,2011-06-10,31.0,101.38
21931,2011-06-11,0.0,0.0
21931,2011-06-12,4.0,8.32
21931,2011-06-13,30.0,93.15
21931,2011-06-14,11.0,22.88
21931,2011-06-15,37.0,128.21
21931,2011-06-16,24.0,54.02
21931,2011-06-17,11.0,22.88
21931,2011-06-18,0.0,0.0
21931,2011-06-19,0.0,0.0
21931,2011-06-20,51.0,190.13
21931,2011-06-21,145.0,278.75
21931,2011-06-22,15.0,31.2
21931,2011-06-23,13.0,27.04
21931,2011-06-24,20.0,53.9
21931,2011-06-25,0.0,0.0
21931,2011-06-26,0.0,0.0
21931,2011-06-27,41.0,128.33
21931,2011-06-28,230.0,430.9
21931,2011-06-29,127.0,239.26
21931,2011-06-30,11.0,22.88
21931,2011-07-01,26.0,90.98
21931,2011-07-02,0.0,0.0
21931,2011-07-03,2.0,4.16
21931,2011-07-04,52.0,149.16
21931,2011-07-05,45.0,107.95
21931,2011-07-06,65.0,145.45
21931,2011-07-07,7.0,16.61
21931,2011-07-08,176.0,414.98
21931,2011-07-09,0.0,0.0
21931,2011-07-10,4.0,8.32
21931,2011-07-11,3.0,8.29
21931,2011-07-12,4.0,14.47
21931,2011-07-13,34.0,78.92
21931,2011-07-14,1.0,2.08
21931,2011-07-15,42.0,91.46
21931,2011-07-16,0.0,0.0
21931,2011-07-17,102.0,183.16
21931,2011-07-18,46.0,169.48
21931,2011-07-19,0.0,0.0
21931,2011-07-20,150.0,283.0
21931,2011-07-21,26.0,105.33
21931,2011-07-22,14.0,29.12
21931,2011-07-23,0.0,0.0
21931,2011-07-24,51.0,106.08
21931,2011-07-25,16.0,45.58
21931,2011-07-26,6.0,14.53
21931,2011-07-27,135.0,255.9
21931,2011-07-28,23.0,51.94
21931,2011-07-29,41.0,85.28
21931,2011-07-30,0.0,0.0
21931,2011-07-31,10.0,20.8
21931,2011-08-01,131.0,243.48
21931,2011-08-02,19.0,39.52
21931,2011-08-03,4.0,8.32
21931,2011-08-04,116.0,216.38
21931,2011-08-05,112.0,201.01
21931,2011-08-06,0.0,0.0
21931,2011-08-07,10.0,20.8
21931,2011-08-08,15.0,33.25
21931,2011-08-09,30.0,62.4
21931,2011-08-10,121.0,224.73
21931,2011-08-11,118.0,466.84
21931,2011-08-12,18.0,43.59
21931,2011-08-13,0.0,0.0
21931,2011-08-14,5.0,10.4
21931,2011-08-15,22.0,45.76
21931,2011-08-16,50.0,104.0
21931,2011-08-17,157.0,300.76
21931,2011-08-18,141.0,260.28
21931,2011-08-19,20.0,41.6
21931,2011-08-20,0.0,0.0
21931,2011-08-21,25.0,52.0
21931,2011-08-22,50.0,104.0
21931,2011-08-23,86.0,178.88
21931,2011-08-24,134.0,293.92
21931,2011-08-25,54.0,114.37
21931,2011-08-26,30.0,62.4
21931,2011-08-27,0.0,0.0
21931,2011-08-28,2.0,4.16
21931,2011-08-29,0.0,0.0
21931,2011-08-30,33.0,115.79
21931,2011-08-31,140.0,323.7
21931,2011-09-01,64.0,121.52
21931,2011-09-02,65.0,170.05
21931,2011-09-03,0.0,0.0
21931,2011-09-04,10.0,20.8
21931,2011-09-05,22.0,51.91
21931,2011-09-06,4.0,8.32
21931,2011-09-07,172.0,457.91
21931,2011-09-08,26.0,56.13
21931,2011-09-09,15.0,35.3
21931,2011-09-10,0.0,0.0
21931,2011-09-11,36.0,74.88
21931,2011-09-12,41.0,85.28
21931,2011-09-13,65.0,163.9
21931,2011-09-14,3.0,6.24
21931,2011-09-15,38.0,124.14
21931,2011-09-16,67.0,188.56
21931,2011-09-17,0.0,0.0
21931,2011-09-18,105.0,189.4
21931,2011-09-19,12.0,24.96
21931,2011-09-20,152.0,368.26
21931,2011-09-21,4.0,18.57
21931,2011-09-22,62.0,125.21
21931,2011-09-23,26.0,103.28
21931,2011-09-24,0.0,0.0
21931,2011-09-25,30.0,62.4
21931,2011-09-26,10.0,20.8
21931,2011-09-27,45.0,142.8
21931,2011-09-28,33.0,64.89
21931,2011-09-29,148.0,278.94
21931,2011-09-30,22.0,70.36
21931,2011-10-01,0.0,0.0
21931,2011-10-02,1.0,2.08
21931,2011-10-03,71.0,149.73
21931,2011-10-04,24.0,95.02
21931,2011-10-05,131.0,240.53
21931,2011-10-06,14.0,37.32
21931,2011-10-07,209.0,371.72
21931,2011-10-08,0.0,0.0
21931,2011-10-09,5.0,10.4
21931,2011-10-10,43.0,132.49
21931,2011-10-11,7.0,22.76
21931,2011-10-12,22.0,47.81
21931,2011-10-13,61.0,167.88
21931,2011-10-14,28.0,62.34
21931,2011-10-15,0.0,0.0
21931,2011-10-16,2.0,4.16
21931,2011-10-17,15.0,61.95
21931,2011-10-18,66.0,151.63
21931,2011-10-19,30.0,103.4
21931,2011-10-20,20.0,41.6
21931,2011-10-21,8.0,16.64
21931,2011-10-22,0.0,0.0
21931,2011-10-23,1.0,2.08
21931,2011-10-24,149.0,340.37
21931,2011-10-25,21.0,45.73
21931,2011-10-26,16.0,57.88
21931,2011-10-27,20.0,41.6
21931,2011-10-28,31.0,64.48
21931,2011-10-29,0.0,0.0
21931,2011-10-30,34.0,70.72
21931,2011-10-31,48.0,153.14
21931,2011-11-01,112.0,198.96
21931,2011-11-02,13.0,33.19
21931,2011-11-03,16.0,37.38
21931,2011-11-04,13.0,33.19
21931,2011-11-05,0.0,0.0
21931,2011-11-06,43.0,89.44
21931,2011-11-07,53.0,138.94
21931,2011-11-08,156.0,326.23
21931,2011-11-09,126.0,235.13
21931,2011-11-10,27.0,56.16
21931,2011-11-11,19.0,45.67
21931,2011-11-12,0.0,0.0
21931,2011-11-13,26.0,84.83
21931,2011-11-14,20.0,41.6
21931,2011-11-15,41.0,85.28
21931,2011-11-16,35.0,87.15
21931,2011-11-17,36.0,76.93
21931,2011-11-18,41.0,85.28
21931,2011-11-19,0.0,0.0
21931,2011-11-20,16.0,33.28
21931,2011-11-21,10.0,20.8
21931,2011-11-22,14.0,29.12
21931,2011-11-23,17.0,62.01
21931,2011-11-24,125.0,233.05
21931,2011-11-25,35.0,103.55
21931,2011-11-26,0.0,0.0
21931,2011-11-27,11.0,22.88
21931,2011-11-28,46.0,99.78
22086,2011-05-31,0.0,0.0
22086,2011-06-01,0.0,0.0
22086,2011-06-02,0.0,0.0
22086,2011-06-03,0.0,0.0
22086,2011-06-04,0.0,0.0
22086,2011-06-05,0.0,0.0
22086,2011-06-06,0.0,0.0
22086,2011-06-07,1.0,5.79
22086,2011-06-08,1.0,6.63
22086,2011-06-09,0.0,0.0
22086,2011-06-10,0.0,0.0
22086,2011-06-11,0.0,0.0
22086,2011-06-12,0.0,0.0
22086,2011-06-13,0.0,0.0
22086,2011-06-14,1.0,5.79
22086,2011-06-15,0.0,0.0
22086,2011-06-16,0.0,0.0
22086,2011-06-17,0.0,0.0
22086,2011-06-18,0.0,0.0
22086,2011-06-19,0.0,0.0
22086,2011-06-20,0.0,0.0
22086,2011-06-21,0.0,0.0
22086,2011-06-22,0.0,0.0
22086,2011-06-23,6.0,17.7
22086,2011-06-24,0.0,0.0
22086,2011-06-25,0.0,0.0
22086,2011-06-26,0.0,0.0
22086,2011-06-27,4.0,26.52
22086,2011-06-28,320.0,816.0
22086,2011-06-29,11.0,32.45
22086,2011-06-30,0.0,0.0
22086,2011-07-01,0.0,0.0
22086,2011-07-02,0.0,0.0
22086,2011-07-03,30.0,88.5
22086,2011-07-04,0.0,0.0
22086,2011-07-05,18.0,53.1
22086,2011-07-06,0.0,0.0
22086,2011-07-07,0.0,0.0
22086,2011-07-08,0.0,0.0
22086,2011-07-09,0.0,0.0
22086,2011-07-10,0.0,0.0
22086,2011-07-11,0.0,0.0
22086,2011-07-12,2.0,11.58
22086,2011-07-13,0.0,0.0
22086,2011-07-14,7.0,23.49
22086,2011-07-15,1.0,2.95
