StockCode,InvoiceDate,Quantity,Sales
20685,2011-09-17,0.0,0.0
20685,2011-09-18,0.0,0.0
20685,2011-09-19,8.0,65.4
20685,2011-09-20,3.0,49.89
20685,2011-09-21,0.0,0.0
20685,2011-09-22,4.0,33.0
20685,2011-09-23,2.0,16.5
20685,2011-09-24,0.0,0.0
20685,2011-09-25,0.0,0.0
20685,2011-09-26,12.0,87.3
20685,2011-09-27,22.0,158.1
20685,2011-09-28,8.0,73.54
20685,2011-09-29,10.0,70.8
20685,2011-09-30,42.0,336.5
20685,2011-10-01,0.0,0.0
20685,2011-10-02,1.0,8.25
20685,2011-10-03,0.0,0.0
20685,2011-10-04,17.0,128.55
20685,2011-10-05,9.0,74.25
20685,2011-10-06,0.0,0.0
20685,2011-10-07,20.0,141.6
20685,2011-10-08,0.0,0.0
20685,2011-10-09,6.0,49.5
20685,2011-10-10,3.0,33.13
20685,2011-10-11,2.0,16.5
20685,2011-10-12,0.0,0.0
20685,2011-10-13,9.0,91.01
20685,2011-10-14,10.0,70.8
20685,2011-10-15,0.0,0.0
20685,2011-10-16,27.0,194.67
20685,2011-10-17,3.0,24.75
20685,2011-10-18,5.0,48.79
20685,2011-10-19,4.0,41.38
20685,2011-10-20,0.0,0.0
20685,2011-10-21,0.0,0.0
20685,2011-10-22,0.0,0.0
20685,2011-10-23,2.0,16.5
20685,2011-10-24,15.0,120.43
20685,2011-10-25,2.0,16.5
20685,2011-10-26,1.0,16.63
20685,2011-10-27,5.0,41.25
20685,2011-10-28,17.0,128.55
20685,2011-10-29,0.0,0.0
20685,2011-10-30,14.0,103.8
20685,2011-10-31,17.0,167.09
20725,2011-03-01,102.0,154.09
20725,2011-03-02,8.0,13.4
20725,2011-03-03,26.0,45.38
20725,2011-03-04,20.0,33.0
20725,2011-03-05,0.0,0.0
20725,2011-03-06,6.0,9.9
20725,2011-03-07,1.0,1.65
20725,2011-03-08,65.0,107.73
20725,2011-03-09,21.0,37.13
20725,2011-03-10,36.0,61.88
20725,2011-03-11,25.0,41.25
20725,2011-03-12,0.0,0.0
20725,2011-03-13,0.0,0.0
20725,2011-03-14,152.0,230.8
20725,2011-03-15,13.0,51.24
20725,2011-03-16,4.0,6.6
20725,2011-03-17,42.0,74.26
20725,2011-03-18,14.0,62.82
20725,2011-03-19,0.0,0.0
20725,2011-03-20,53.0,81.45
20725,2011-03-21,75.0,123.75
20725,2011-03-22,43.0,138.8
20725,2011-03-23,21.0,34.65
20725,2011-03-24,35.0,57.75
20725,2011-03-25,205.0,323.21
20725,2011-03-26,0.0,0.0
20725,2011-03-27,0.0,0.0
20725,2011-03-28,76.0,127.88
20725,2011-03-29,203.0,451.88
20725,2011-03-30,157.0,239.05
20725,2011-03-31,97.0,225.42
20725,2011-04-01,40.0,66.0
20725,2011-04-02,0.0,0.0
20725,2011-04-03,11.0,18.15
20725,2011-04-04,42.0,74.26
20725,2011-04-05,2.0,3.3
20725,2011-04-06,84.0,221.35
20725,2011-04-07,17.0,28.05
20725,2011-04-08,80.0,132.0
20725,2011-04-09,0.0,0.0
20725,2011-04-10,22.0,36.3
20725,2011-04-11,94.0,257.71
20725,2011-04-12,61.0,100.65
20725,2011-04-13,33.0,54.45
20725,2011-04-14,40.0,66.0
20725,2011-04-15,73.0,223.06
20725,2011-04-16,0.0,0.0
20725,2011-04-17,3.0,4.95
20725,2011-04-18,143.0,238.27
20725,2011-04-19,36.0,59.4
20725,2011-04-20,85.0,206.45
20725,2011-04-21,104.0,259.06
20725,2011-04-22,0.0,0.0
20725,2011-04-23,0.0,0.0
20725,2011-04-24,0.0,0.0
20725,2011-04-25,0.0,0.0
20725,2011-04-26,62.0,201.6
20725,2011-04-27,69.0,116.33
20725,2011-04-28,23.0,37.95
20725,2011-04-29,0.0,0.0
20725,2011-04-30,0.0,0.0
20725,2011-05-01,10.0,16.5
20725,2011-05-02,0.0,0.0
20725,2011-05-03,75.0,226.36
20725,2011-05-04,1.0,1.65
20725,2011-05-05,38.0,65.18
20725,2011-05-06,140.0,233.48
20725,2011-05-07,0.0,0.0
20725,2011-05-08,35.0,57.75
20725,2011-05-09,113.0,188.93
20725,2011-05-10,73.0,248.71
20725,2011-05-11,160.0,251.44
20725,2011-05-12,431.0,636.11
20725,2011-05-13,91.0,159.25
20725,2011-05-14,0.0,0.0
20725,2011-05-15,16.0,26.4
20725,2011-05-16,108.0,172.2
20725,2011-05-17,59.0,119.69
20725,2011-05-18,22.0,38.78
20725,2011-05-19,83.0,139.43
20725,2011-05-20,120.0,198.0
20725,2011-05-21,0.0,0.0
20725,2011-05-22,52.0,85.8
20725,2011-05-23,64.0,108.08
20725,2011-05-24,66.0,111.38
20725,2011-05-25,107.0,156.55
20725,2011-05-26,263.0,393.95
20725,2011-05-27,176.0,422.66
20725,2011-05-28,0.0,0.0
20725,2011-05-29,8.0,13.2
20725,2011-05-30,0.0,0.0
20725,2011-05-31,42.0,102.4
20725,2011-06-01,11.0,20.63
20725,2011-06-02,26.0,42.9
20725,2011-06-03,41.0,67.65
20725,2011-06-04,0.0,0.0
20725,2011-06-05,64.0,105.6
20725,2011-06-06,20.0,33.0
20725,2011-06-07,195.0,304.23
20725,2011-06-08,236.0,534.9
20725,2011-06-09,54.0,94.06
20725,2011-06-10,55.0,140.4
20725,2011-06-11,0.0,0.0
20725,2011-06-12,25.0,41.25
20725,2011-06-13,11.0,20.63
20725,2011-06-14,25.0,96.69
20725,2011-06-15,168.0,257.2
20725,2011-06-16,47.0,77.55
20725,2011-06-17,84.0,208.11
20725,2011-06-18,0.0,0.0
20725,2011-06-19,113.0,166.45
20725,2011-06-20,27.0,47.03
20725,2011-06-21,52.0,168.55
20725,2011-06-22,22.0,36.3
20725,2011-06-23,50.0,84.98
20725,2011-06-24,41.0,67.65
20725,2011-06-25,0.0,0.0
20725,2011-06-26,33.0,54.45
20725,2011-06-27,25.0,41.25
20725,2011-06-28,139.0,265.62
20725,2011-06-29,3.0,7.43
20725,2011-06-30,58.0,98.18
20725,2011-07-01,31.0,51.15
20725,2011-07-02,0.0,0.0
20725,2011-07-03,46.0,75.9
20725,2011-07-04,194.0,312.5
20725,2011-07-05,27.0,47.03
20725,2011-07-06,39.0,64.35
20725,2011-07-07,10.0,16.5
20725,2011-07-08,148.0,226.68
20725,2011-07-09,0.0,0.0
20725,2011-07-10,12.0,19.8
20725,2011-07-11,45.0,76.73
20725,2011-07-12,39.0,64.35
20725,2011-07-13,38.0,62.7
20725,2011-07-14,43.0,70.95
20725,2011-07-15,12.0,22.28
20725,2011-07-16,0.0,0.0
20725,2011-07-17,53.0,87.45
20725,2011-07-18,63.0,103.95
20725,2011-07-19,283.0,451.5
20725,2011-07-20,25.0,41.25
20725,2011-07-21,29.0,47.85
20725,2011-07-22,67.0,161.85
20725,2011-07-23,0.0,0.0
20725,2011-07-24,24.0,39.6
20725,2011-07-25,42.0,69.3
20725,2011-07-26,59.0,192.51
20725,2011-07-27,70.0,115.5
20725,2011-07-28,141.0,212.65
20725,2011-07-29,49.0,80.85
20725,2011-07-30,0.0,0.0
20725,2011-07-31,24.0,39.6
20725,2011-08-01,54.0,94.06
20725,2011-08-02,259.0,522.49
20725,2011-08-03,32.0,52.8
20725,2011-08-04,246.0,388.38
20725,2011-08-05,6.0,9.9
20725,2011-08-06,0.0,0.0
20725,2011-08-07,4.0,6.6
20725,2011-08-08,157.0,246.49
20725,2011-08-09,91.0,150.15
20725,2011-08-10,175.0,473.14
20725,2011-08-11,218.0,342.18
20725,2011-08-12,65.0,109.73
20725,2011-08-13,0.0,0.0
20725,2011-08-14,13.0,21.45
20725,2011-08-15,40.0,66.0
20725,2011-08-16,120.0,290.68
20725,2011-08-17,122.0,201.3
20725,2011-08-18,95.0,156.75
20725,2011-08-19,30.0,49.5
20725,2011-08-20,0.0,0.0
20725,2011-08-21,26.0,42.9
20725,2011-08-22,55.0,90.75
20725,2011-08-23,127.0,209.55
20725,2011-08-24,40.0,165.3
20725,2011-08-25,80.0,132.0
20725,2011-08-26,20.0,33.0
20725,2011-08-27,0.0,0.0
20725,2011-08-28,19.0,31.35
20725,2011-08-29,0.0,0.0
20725,2011-08-30,21.0,61.93
20725,2011-08-31,31.0,53.63
20725,2011-09-01,54.0,89.1
20725,2011-09-02,55.0,100.67
20725,2011-09-03,0.0,0.0
20725,2011-09-04,38.0,62.7
20725,2011-09-05,109.0,162.33
20725,2011-09-06,66.0,108.9
20725,2011-09-07,160.0,256.4
20725,2011-09-08,10.0,23.94
20725,2011-09-09,57.0,99.01
20725,2011-09-10,0.0,0.0
20725,2011-09-11,22.0,36.3
20725,2011-09-12,33.0,54.45
20725,2011-09-13,51.0,86.63
20725,2011-09-14,122.0,181.3
20725,2011-09-15,86.0,160.92
20725,2011-09-16,25.0,41.25
20725,2011-09-17,0.0,0.0
20725,2011-09-18,2.0,3.3
20725,2011-09-19,301.0,456.65
20725,2011-09-20,37.0,64.36
20725,2011-09-21,4.0,11.56
20725,2011-09-22,53.0,92.41
20725,2011-09-23,46.0,112.44
20725,2011-09-24,0.0,0.0
20725,2011-09-25,40.0,66.0
20725,2011-09-26,3.0,12.39
20725,2011-09-27,57.0,175.97
20725,2011-09-28,88.0,147.68
20725,2011-09-29,54.0,99.1
20725,2011-09-30,64.0,110.56
20725,2011-10-01,0.0,0.0
20725,2011-10-02,0.0,0.0
20725,2011-10-03,41.0,77.57
20725,2011-10-04,79.0,311.57
20725,2011-10-05,90.0,148.5
20725,2011-10-06,41.0,67.85
20725,2011-10-07,50.0,165.25
20725,2011-10-08,0.0,0.0
20725,2011-10-09,-9.0,-14.85
20725,2011-10-10,36.0,74.28
20725,2011-10-11,113.0,252.65
20725,2011-10-12,52.0,88.28
20725,2011-10-13,75.0,112.95
20725,2011-10-14,150.0,293.7
20725,2011-10-15,0.0,0.0
20725,2011-10-16,6.0,9.9
20725,2011-10-17,22.0,36.3
20725,2011-10-18,65.0,170.14
20725,2011-10-19,26.0,57.78
20725,2011-10-20,110.0,161.5
20725,2011-10-21,39.0,114.0
20725,2011-10-22,0.0,0.0
20725,2011-10-23,14.0,23.1
20725,2011-10-24,8.0,23.12
20725,2011-10-25,37.0,93.32
20725,2011-10-26,52.0,85.8
20725,2011-10-27,45.0,74.25
20725,2011-10-28,94.0,165.03
20725,2011-10-29,0.0,0.0
20725,2011-10-30,78.0,128.7
20725,2011-10-31,10.0,32.21
21137,2011-03-01,0.0,0.0
21137,2011-03-02,0.0,0.0
21137,2011-03-03,0.0,0.0
21137,2011-03-04,0.0,0.0
21137,2011-03-05,0.0,0.0
21137,2011-03-06,0.0,0.0
21137,2011-03-07,0.0,0.0
21137,2011-03-08,0.0,0.0
21137,2011-03-09,0.0,0.0
21137,2011-03-10,6.0,22.5
21137,2011-03-11,0.0,0.0
21137,2011-03-12,0.0,0.0
21137,2011-03-13,0.0,0.0
21137,2011-03-14,0.0,0.0
21137,2011-03-15,8.0,30.0
21137,2011-03-16,27.0,92.61
21137,2011-03-17,24.0,81.36
21137,2011-03-18,48.0,162.72
21137,2011-03-19,0.0,0.0
21137,2011-03-20,13.0,48.75
21137,2011-03-21,0.0,0.0
21137,2011-03-22,0.0,0.0
21137,2011-03-23,70.0,282.32
21137,2011-03-24,11.0,41.25
21137,2011-03-25,24.0,81.36
21137,2011-03-26,0.0,0.0
21137,2011-03-27,12.0,45.0
21137,2011-03-28,8.0,30.0
21137,2011-03-29,24.0,81.36
21137,2011-03-30,6.0,44.76
21137,2011-03-31,8.0,30.0
21137,2011-04-01,0.0,0.0
21137,2011-04-02,0.0,0.0
21137,2011-04-03,4.0,15.0
21137,2011-04-04,2.0,7.5
21137,2011-04-05,0.0,0.0
21137,2011-04-06,0.0,0.0
21137,2011-04-07,9.0,33.75
21137,2011-04-08,0.0,0.0
21137,2011-04-09,0.0,0.0
21137,2011-04-10,0.0,0.0
21137,2011-04-11,0.0,0.0
21137,2011-04-12,0.0,0.0
21137,2011-04-13,0.0,0.0
21137,2011-04-14,60.0,207.72
21137,2011-04-15,24.0,81.36
21137,2011-04-16,0.0,0.0
21137,2011-04-17,0.0,0.0
21137,2011-04-18,14.0,52.5
21137,2011-04-19,0.0,0.0
21137,2011-04-20,96.0,334.08
21137,2011-04-21,0.0,0.0
21137,2011-04-22,0.0,0.0
21137,2011-04-23,0.0,0.0
21137,2011-04-24,0.0,0.0
21137,2011-04-25,0.0,0.0
21137,2011-04-26,8.0,30.0
21137,2011-04-27,0.0,0.0
21137,2011-04-28,28.0,96.36
21137,2011-04-29,0.0,0.0
21137,2011-04-30,0.0,0.0
21137,2011-05-01,2.0,7.5
21137,2011-05-02,0.0,0.0
21137,2011-05-03,314.0,1065.18
21137,2011-05-04,76.0,259.08
21137,2011-05-05,2.0,14.92
21137,2011-05-06,4.0,15.0
21137,2011-05-07,0.0,0.0
21137,2011-05-08,0.0,0.0
21137,2011-05-09,32.0,111.36
21137,2011-05-10,24.0,81.36
21137,2011-05-11,-25.0,0.0
21137,2011-05-12,8.0,30.0
21137,2011-05-13,15.0,56.25
21137,2011-05-14,0.0,0.0
21137,2011-05-15,2.0,7.5
21137,2011-05-16,28.0,96.36
21137,2011-05-17,8.0,30.0
21137,2011-05-18,0.0,0.0
21137,2011-05-19,0.0,0.0
21137,2011-05-20,0.0,0.0
21137,2011-05-21,0.0,0.0
21137,2011-05-22,0.0,0.0
21137,2011-05-23,0.0,0.0
21137,2011-05-24,0.0,0.0
21137,2011-05-25,0.0,0.0
21137,2011-05-26,0.0,0.0
21137,2011-05-27,0.0,0.0
21137,2011-05-28,0.0,0.0
21137,2011-05-29,0.0,0.0
21137,2011-05-30,0.0,0.0
21137,2011-05-31,0.0,0.0
21137,2011-06-01,0.0,0.0
21137,2011-06-02,0.0,0.0
21137,2011-06-03,336.0,1139.04
21137,2011-06-04,0.0,0.0
21137,2011-06-05,168.0,569.52
21137,2011-06-06,0.0,0.0
21137,2011-06-07,8.0,30.0
21137,2011-06-08,0.0,0.0
21137,2011-06-09,7.0,29.96
21137,2011-06-10,3.0,11.25
21137,2011-06-11,0.0,0.0
21137,2011-06-12,0.0,0.0
21137,2011-06-13,370.0,1265.32
21137,2011-06-14,1.0,7.46
21137,2011-06-15,193.0,654.63
21137,2011-06-16,301.0,1025.07
21137,2011-06-17,0.0,0.0
21137,2011-06-18,0.0,0.0
21137,2011-06-19,0.0,0.0
21137,2011-06-20,15.0,63.67
21137,2011-06-21,108.0,370.44
21137,2011-06-22,0.0,0.0
21137,2011-06-23,0.0,0.0
21137,2011-06-24,8.0,30.0
21137,2011-06-25,0.0,0.0
21137,2011-06-26,0.0,0.0
21137,2011-06-27,120.0,406.8
21137,2011-06-28,0.0,0.0
21137,2011-06-29,0.0,0.0
21137,2011-06-30,40.0,141.36
21137,2011-07-01,76.0,259.08
21137,2011-07-02,0.0,0.0
21137,2011-07-03,0.0,0.0
21137,2011-07-04,5.0,29.88
21137,2011-07-05,20.0,75.0
21137,2011-07-06,5.0,18.75
21137,2011-07-07,0.0,0.0
21137,2011-07-08,48.0,162.72
21137,2011-07-09,0.0,0.0
21137,2011-07-10,12.0,45.0
21137,2011-07-11,0.0,0.0
21137,2011-07-12,0.0,0.0
21137,2011-07-13,72.0,244.08
21137,2011-07-14,4.0,15.0
21137,2011-07-15,24.0,81.36
21137,2011-07-16,0.0,0.0
21137,2011-07-17,0.0,0.0
21137,2011-07-18,0.0,0.0
21137,2011-07-19,1.0,3.75
21137,2011-07-20,73.0,251.54
21137,2011-07-21,0.0,0.0
21137,2011-07-22,108.0,370.44
21137,2011-07-23,0.0,0.0
21137,2011-07-24,72.0,244.08
21137,2011-07-25,0.0,0.0
21137,2011-07-26,29.0,103.82
21137,2011-07-27,9.0,33.75
21137,2011-07-28,30.0,103.86
21137,2011-07-29,48.0,162.72
21137,2011-07-30,0.0,0.0
21137,2011-07-31,0.0,0.0
21137,2011-08-01,0.0,0.0
21137,2011-08-02,0.0,0.0
21137,2011-08-03,0.0,0.0
21137,2011-08-04,0.0,0.0
21137,2011-08-05,0.0,0.0
21137,2011-08-06,0.0,0.0
21137,2011-08-07,0.0,0.0
21137,2011-08-08,0.0,0.0
21137,2011-08-09,0.0,0.0
21137,2011-08-10,25.0,85.11
21137,2011-08-11,0.0,0.0
21137,2011-08-12,48.0,162.72
21137,2011-08-13,0.0,0.0
21137,2011-08-14,0.0,0.0
21137,2011-08-15,48.0,162.72
21137,2011-08-16,0.0,0.0
21137,2011-08-17,1.0,3.75
21137,2011-08-18,168.0,569.52
21137,2011-08-19,5.0,18.75
21137,2011-08-20,0.0,0.0
21137,2011-08-21,48.0,162.72
21137,2011-08-22,4.0,15.0
21137,2011-08-23,0.0,0.0
21137,2011-08-24,3.0,11.61
21137,2011-08-25,12.0,45.0
21137,2011-08-26,0.0,0.0
21137,2011-08-27,0.0,0.0
21137,2011-08-28,0.0,0.0
21137,2011-08-29,0.0,0.0
21137,2011-08-30,4.0,29.84
21137,2011-08-31,0.0,0.0
21137,2011-09-01,0.0,0.0
21137,2011-09-02,96.0,325.44
21137,2011-09-03,0.0,0.0
21137,2011-09-04,76.0,259.08
21137,2011-09-05,4.0,15.0
21137,2011-09-06,0.0,0.0
21137,2011-09-07,0.0,0.0
21137,2011-09-08,0.0,0.0
21137,2011-09-09,0.0,0.0
21137,2011-09-10,0.0,0.0
21137,2011-09-11,100.0,340.44
21137,2011-09-12,32.0,111.36
21137,2011-09-13,4.0,29.84
21137,2011-09-14,171.0,580.77
21137,2011-09-15,0.0,0.0
21137,2011-09-16,3.0,11.25
21137,2011-09-17,0.0,0.0
21137,2011-09-18,0.0,0.0
21137,2011-09-19,-4.0,-15.0
21137,2011-09-20,0.0,0.0
21137,2011-09-21,0.0,0.0
21137,2011-09-22,24.0,81.36
21137,2011-09-23,9.0,44.88
21137,2011-09-24,0.0,0.0
21137,2011-09-25,5.0,18.75
21137,2011-09-26,48.0,162.72
21137,2011-09-27,9.0,44.88
21137,2011-09-28,28.0,96.36
21137,2011-09-29,110.0,385.36
21137,2011-09-30,0.0,0.0
21137,2011-10-01,0.0,0.0
21137,2011-10-02,7.0,26.25
21137,2011-10-03,36.0,126.36
21137,2011-10-04,100.0,340.44
21137,2011-10-05,0.0,0.0
21137,2011-10-06,41.0,145.11
21137,2011-10-07,128.0,451.64
21137,2011-10-08,0.0,0.0
21137,2011-10-09,0.0,0.0
21137,2011-10-10,7.0,52.22
21137,2011-10-11,3.0,11.25
21137,2011-10-12,0.0,0.0
21137,2011-10-13,9.0,33.75
21137,2011-10-14,0.0,0.0
21137,2011-10-15,0.0,0.0
21137,2011-10-16,2.0,7.5
21137,2011-10-17,128.0,436.8
21137,2011-10-18,4.0,15.0
21137,2011-10-19,0.0,0.0
21137,2011-10-20,38.0,133.86
21137,2011-10-21,12.0,45.0
21137,2011-10-22,0.0,0.0
21137,2011-10-23,2.0,7.5
21137,2011-10-24,0.0,0.0
21137,2011-10-25,1.0,7.46
21137,2011-10-26,24.0,81.36
21137,2011-10-27,17.0,63.75
21137,2011-10-28,49.0,166.47
21137,2011-10-29,0.0,0.0
21137,2011-10-30,4.0,15.0
21137,2011-10-31,16.0,60.0
21931,2011-03-01,8.0,33.04
21931,2011-03-02,0.0,0.0
21931,2011-03-03,21.0,43.13
21931,2011-03-04,111.0,186.45
21931,2011-03-05,0.0,0.0
21931,2011-03-06,20.0,39.0
21931,2011-03-07,43.0,131.81
21931,2011-03-08,61.0,118.95
21931,2011-03-09,0.0,0.0
21931,2011-03-10,6.0,13.88
21931,2011-03-11,6.0,24.78
21931,2011-03-12,0.0,0.0
21931,2011-03-13,0.0,0.0
21931,2011-03-14,112.0,188.4
21931,2011-03-15,8.0,15.6
21931,2011-03-16,2.0,3.9
21931,2011-03-17,62.0,113.26
21931,2011-03-18,44.0,90.16
21931,2011-03-19,0.0,0.0
21931,2011-03-20,40.0,78.0
21931,2011-03-21,10.0,19.5
21931,2011-03-22,25.0,66.19
21931,2011-03-23,117.0,209.05
21931,2011-03-24,46.0,89.7
21931,2011-03-25,211.0,353.63
21931,2011-03-26,0.0,0.0
21931,2011-03-27,0.0,0.0
21931,2011-03-28,125.0,213.75
21931,2011-03-29,165.0,368.05
21931,2011-03-30,21.0,46.48
21931,2011-03-31,16.0,61.98
21931,2011-04-01,26.0,53.53
21931,2011-04-02,0.0,0.0
21931,2011-04-03,6.0,12.48
21931,2011-04-04,85.0,177.55
21931,2011-04-05,0.0,0.0
21931,2011-04-06,0.0,0.0
21931,2011-04-07,16.0,35.33
21931,2011-04-08,24.0,47.32
